J-Date,J-Date,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market
2023-01-21,1401-11-01,12540.0,12540.0,11960.0,12270.0,12280.0,6944805.0,85271005900.0,850.0,سپاها,سیمان سپاهان,بورس
2023-01-22,1401-11-02,12350.0,12480.0,11720.0,12200.0,12080.0,4777499.0,57712812420.0,639.0,سپاها,سیمان سپاهان,بورس
2023-01-23,1401-11-03,12250.0,12630.0,11960.0,12360.0,12370.0,6912412.0,85486829220.0,803.0,سپاها,سیمان سپاهان,بورس
2023-01-24,1401-11-04,12640.0,12640.0,12080.0,12240.0,12250.0,2350709.0,28794399580.0,384.0,سپاها,سیمان سپاهان,بورس
2023-01-25,1401-11-05,12240.0,12240.0,11400.0,11820.0,11700.0,4187577.0,48995773550.0,521.0,سپاها,سیمان سپاهان,بورس
2023-01-28,1401-11-08,11700.0,11900.0,11130.0,11380.0,11440.0,2704248.0,30929282530.0,379.0,سپاها,سیمان سپاهان,بورس
2023-01-29,1401-11-09,11100.0,11400.0,10640.0,10810.0,10780.0,6066210.0,65412656250.0,613.0,سپاها,سیمان سپاهان,بورس
2023-01-30,1401-11-10,10400.0,11050.0,10350.0,10820.0,10730.0,2637859.0,28301190320.0,398.0,سپاها,سیمان سپاهان,بورس
2023-01-31,1401-11-11,10820.0,11190.0,10740.0,11100.0,10950.0,1965871.0,21517555860.0,356.0,سپاها,سیمان سپاهان,بورس
2023-02-01,1401-11-12,11100.0,11410.0,10950.0,11060.0,11230.0,1937050.0,21758517820.0,301.0,سپاها,سیمان سپاهان,بورس
2023-02-04,1401-11-12,11100.0,11410.0,10950.0,11060.0,11230.0,1937050.0,21758517820.0,301.0,سپاها,سیمان سپاهان,بورس
2023-02-05,1401-11-16,11320.0,11540.0,10960.0,11000.0,11240.0,2349146.0,26394921320.0,449.0,سپاها,سیمان سپاهان,بورس
2023-02-06,1401-11-17,10970.0,11500.0,10650.0,11270.0,11290.0,2463717.0,27818065060.0,330.0,سپاها,سیمان سپاهان,بورس
2023-02-07,1401-11-18,11110.0,11500.0,11110.0,11380.0,11380.0,7222899.0,82183488750.0,874.0,سپاها,سیمان سپاهان,بورس
2023-02-08,1401-11-19,11150.0,11540.0,11140.0,11160.0,11250.0,3905983.0,43957175250.0,513.0,سپاها,سیمان سپاهان,بورس
2023-02-11,1401-11-19,11150.0,11540.0,11140.0,11160.0,11250.0,3905983.0,43957175250.0,513.0,سپاها,سیمان سپاهان,بورس
