Date,J-Date,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market
2022-06-01,1401-03-11,3344.0,3344.0,3251.0,3296.0,3295.0,4005468.0,13189283966.0,379.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-06,1401-03-16,3210.0,3329.0,3098.0,3098.0,3135.0,7378819.0,23130049838.0,592.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-07,1401-03-17,3154.0,3154.0,3003.0,3050.0,3079.0,6884365.0,21194533882.0,486.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-08,1401-03-18,3002.0,3125.0,3002.0,3059.0,3066.0,4377271.0,13418744199.0,305.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-11,1401-03-21,3120.0,3120.0,2995.0,2995.0,3014.0,4908268.0,14791828398.0,389.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-12,1401-03-22,3000.0,3090.0,2952.0,3050.0,3030.0,5507643.0,16688801652.0,396.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-13,1401-03-23,3109.0,3170.0,3051.0,3088.0,3089.0,3344929.0,10422185091.0,336.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-14,1401-03-24,3080.0,3110.0,3016.0,3040.0,3073.0,2976316.0,9114798172.0,349.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-15,1401-03-25,3073.0,3200.0,3018.0,3157.0,3117.0,6384545.0,19899029262.0,542.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-18,1401-03-28,3151.0,3230.0,3070.0,3085.0,3125.0,5300008.0,16561295194.0,583.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-19,1401-03-29,3062.0,3200.0,3062.0,3145.0,3135.0,5873925.0,18412349163.0,449.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-20,1401-03-30,3190.0,3190.0,3035.0,3118.0,3097.0,9588462.0,29692433940.0,824.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-21,1401-03-31,3098.0,3098.0,2973.0,3037.0,3052.0,2306478.0,6926596842.0,120.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-22,1401-04-01,3000.0,3021.0,2902.0,2939.0,2954.0,6439584.0,19025316916.0,642.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-25,1401-04-04,2914.0,2990.0,2914.0,2970.0,2956.0,4061094.0,12007949625.0,352.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-26,1401-04-05,2990.0,3059.0,2900.0,3000.0,2959.0,5022008.0,14861428209.0,363.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-27,1401-04-06,2930.0,2980.0,2900.0,2913.0,2920.0,4455886.0,12988789298.0,289.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-28,1401-04-07,2912.0,3000.0,2911.0,2925.0,2939.0,3226098.0,9516390665.0,253.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-06-29,1401-04-08,2921.0,2975.0,2900.0,2960.0,2933.0,2207768.0,6456404223.0,257.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-07-02,1401-04-11,2916.0,3000.0,2916.0,2954.0,2955.0,6064499.0,17922014309.0,360.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-07-03,1401-04-12,2934.0,3040.0,2933.0,3011.0,2987.0,7722935.0,23070274781.0,549.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-07-04,1401-04-12,2934.0,3040.0,2933.0,3011.0,2987.0,7722935.0,23070274781.0,549.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-07-05,1401-04-12,2934.0,3040.0,2933.0,3011.0,2987.0,7722935.0,23070274781.0,549.0,وصنا,گروه صنایع بهشهرایران,بورس
2022-07-06,1401-04-12,2934.0,3040.0,2933.0,3011.0,2987.0,7722935.0,23070274781.0,549.0,وصنا,گروه صنایع بهشهرایران,بورس
