Date,J-Date,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market
2022-06-01,1401-03-11,13640.0,13950.0,13440.0,13640.0,13630.0,6640288.0,90902979980.0,900.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-06,1401-03-16,13670.0,13770.0,13590.0,13640.0,13630.0,8755648.0,119338872540.0,1274.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-07,1401-03-17,13630.0,13990.0,13620.0,13800.0,13670.0,3742548.0,51348670230.0,693.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-08,1401-03-18,13850.0,13980.0,13630.0,13670.0,13700.0,7511643.0,102915393330.0,733.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-11,1401-03-21,13720.0,13950.0,13240.0,13690.0,13700.0,13826638.0,189456775560.0,1679.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-12,1401-03-22,13720.0,13840.0,13510.0,13750.0,13720.0,4184002.0,57539670520.0,703.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-13,1401-03-23,13710.0,14090.0,13660.0,13770.0,13770.0,5221876.0,72107688440.0,1152.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-14,1401-03-24,13970.0,13970.0,13500.0,13730.0,13760.0,5163742.0,71030823700.0,886.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-15,1401-03-25,13760.0,13800.0,13700.0,13780.0,13760.0,3461377.0,47607124460.0,720.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-18,1401-03-28,13780.0,13920.0,13570.0,13790.0,13730.0,9311722.0,127828000760.0,950.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-19,1401-03-29,13740.0,13870.0,13540.0,13790.0,13740.0,6018566.0,82748736830.0,885.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-20,1401-03-30,13790.0,13860.0,13720.0,13750.0,13740.0,2644796.0,36364913950.0,493.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-21,1401-03-31,13720.0,13880.0,13610.0,13870.0,13750.0,3028598.0,41668024680.0,559.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-22,1401-04-01,13760.0,13870.0,13620.0,13800.0,13750.0,4960280.0,68200404470.0,691.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-25,1401-04-04,13710.0,13800.0,13600.0,13760.0,13750.0,9212317.0,126624589710.0,1085.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-26,1401-04-05,13560.0,13770.0,13320.0,13410.0,13700.0,16235023.0,222428521450.0,1225.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-27,1401-04-06,13360.0,13750.0,13360.0,13700.0,13690.0,12962189.0,177509290060.0,988.0,کگل,معدنی و صنعتی گل گهر,بورس
2022-06-28,1401-04-07,13700.0,13770.0,13620.0,13720.0,13690.0,5624590.0,77002710550.0,526.0,کگل,معدنی و صنعتی گل گهر,بورس
