Date,Open,High,Low,Close,Volume,signal
2023-09-11,4950.0,5160.0,4950.0,5060.0,7158218.0,0
2023-09-12,5090.0,5200.0,5010.0,5110.0,10263158.0,0
2023-09-13,5140.0,5380.0,5050.0,5130.0,19156142.0,0
2023-09-17,5200.0,5350.0,5170.0,5220.0,15392659.0,0
2023-09-18,5240.0,5270.0,5060.0,5070.0,10230296.0,0
2023-09-19,5010.0,5250.0,5010.0,5100.0,10419500.0,0
2023-09-20,5150.0,5330.0,5070.0,5250.0,19009471.0,0
2023-09-23,5300.0,5390.0,5180.0,5300.0,12319442.0,0
2023-09-25,5300.0,5360.0,5050.0,5130.0,11401103.0,0
2023-09-26,5120.0,5240.0,5050.0,5120.0,9613901.0,0
2023-09-27,5080.0,5290.0,5080.0,5160.0,8271179.0,0
2023-09-30,5150.0,5250.0,5070.0,5090.0,8825085.0,0
2023-10-01,5140.0,5150.0,4990.0,5040.0,10480357.0,0
2023-10-02,5050.0,5180.0,4980.0,5070.0,6153307.0,0
2023-10-04,5180.0,5220.0,5070.0,5100.0,5809637.0,0
2023-10-07,5120.0,5170.0,4880.0,4890.0,8579588.0,0
2023-10-08,4910.0,4910.0,4650.0,4650.0,14865496.0,0
2023-10-09,4370.0,4690.0,4370.0,4530.0,15000166.0,0
2023-10-10,4490.0,4610.0,4410.0,4590.0,8490747.0,0
2023-10-11,4630.0,4680.0,4400.0,4450.0,11613063.0,0
2023-10-14,4400.0,4540.0,4302.0,4334.0,10554980.0,0
2023-10-15,4490.0,4540.0,4321.0,4380.0,7673752.0,0
2023-10-16,4450.0,4650.0,4411.0,4630.0,10070166.0,0
2023-10-17,4681.0,4681.0,4472.0,4481.0,6586547.0,0
2023-10-18,4412.0,4489.0,4321.0,4370.0,9803715.0,0
2023-10-21,4460.0,4498.0,4355.0,4362.0,7635514.0,0
2023-10-22,4370.0,4490.0,4360.0,4360.0,6833843.0,0
2023-10-23,4332.0,4340.0,4158.0,4210.0,8896956.0,0
2023-10-24,4290.0,4290.0,3957.0,4010.0,12250181.0,0
2023-10-25,4070.0,4140.0,4000.0,4079.0,6850799.0,0
2023-10-28,3961.0,3961.0,3763.0,3763.0,17216203.0,0
2023-10-29,3750.0,3868.0,3661.0,3790.0,6950546.0,0
2023-10-30,3795.0,4032.0,3795.0,3920.0,10958898.0,1
2023-10-31,3940.0,3978.0,3778.0,3799.0,10794284.0,1
2023-11-01,3750.0,3840.0,3613.0,3768.0,9673972.0,0
2023-11-04,3849.0,3968.0,3849.0,3968.0,10114475.0,1
2023-11-05,3968.0,4172.0,3968.0,4130.0,11720725.0,1
2023-11-06,4117.0,4300.0,4117.0,4228.0,10276486.0,1
2023-11-07,4294.0,4475.0,4250.0,4399.0,14481679.0,1
2023-11-08,4429.0,4430.0,4256.0,4301.0,9673036.0,1
2023-11-11,4217.0,4377.0,4217.0,4284.0,8024764.0,1
2023-11-12,4340.0,4517.0,4236.0,4435.0,9858537.0,1
2023-11-13,4440.0,4647.0,4401.0,4450.0,14880952.0,1
2023-11-14,4500.0,4577.0,4352.0,4420.0,7075189.0,1
2023-11-15,4448.0,4529.0,4354.0,4429.0,3775949.0,1
2023-11-18,4353.0,4550.0,4353.0,4470.0,4531664.0,1
2023-11-19,4410.0,4570.0,4410.0,4430.0,4412568.0,1
2023-11-20,4496.0,4496.0,4320.0,4326.0,5804262.0,1
2023-11-21,4302.0,4469.0,4302.0,4418.0,6631163.0,1
2023-11-22,4418.0,4595.0,4418.0,4514.0,7442552.0,1
2023-11-25,4531.0,4720.0,4528.0,4583.0,6965706.0,1
2023-11-26,4500.0,4700.0,4500.0,4685.0,9730483.0,1
2023-11-27,4700.0,4800.0,4614.0,4640.0,10373075.0,1
2023-11-28,4620.0,4696.0,4591.0,4650.0,7953442.0,0
2023-11-29,4600.0,4744.0,4600.0,4668.0,7909868.0,1
2023-12-02,4792.0,4840.0,4677.0,4713.0,9090159.0,0
2023-12-03,4740.0,4861.0,4682.0,4826.0,9935129.0,0
2023-12-04,4838.0,4950.0,4730.0,4730.0,6808409.0,0
2023-12-05,4702.0,5050.0,4701.0,4900.0,13248388.0,0
2023-12-06,4857.0,4971.0,4817.0,4818.0,6116504.0,0
2023-12-09,4860.0,4918.0,4677.0,4677.0,6604790.0,0
2023-12-10,4785.0,4785.0,4612.0,4646.0,8580349.0,0
2023-12-11,4601.0,4796.0,4601.0,4740.0,11347628.0,0
2023-12-12,4760.0,4834.0,4717.0,4766.0,10954961.0,1
2023-12-13,4750.0,4848.0,4730.0,4760.0,6088438.0,0
