Date,Open,High,Low,Close,Volume,signal
2023-09-11,29490.0,29610.0,29000.0,29040.0,840438.0,1
2023-09-12,29200.0,29770.0,28980.0,29000.0,1019748.0,1
2023-09-13,28850.0,29540.0,28850.0,29000.0,1106643.0,1
2023-09-17,29010.0,29540.0,29010.0,29100.0,271991.0,0
2023-09-18,29070.0,29540.0,28960.0,29160.0,912432.0,1
2023-09-19,29000.0,29400.0,29000.0,29100.0,398948.0,1
2023-09-20,28960.0,29210.0,28400.0,29130.0,373383.0,0
2023-09-23,29000.0,29300.0,28500.0,28880.0,163048.0,0
2023-09-25,28700.0,28880.0,28300.0,28600.0,384250.0,1
2023-09-26,28590.0,29020.0,28450.0,28700.0,547118.0,1
2023-09-27,28970.0,28970.0,28400.0,28400.0,1228911.0,0
2023-09-30,28300.0,28870.0,27860.0,27860.0,509333.0,0
2023-10-01,27700.0,28250.0,27550.0,27630.0,645251.0,1
2023-10-02,27780.0,27980.0,27700.0,27700.0,621267.0,1
2023-10-04,27800.0,28430.0,27740.0,27780.0,115354.0,0
2023-10-07,27670.0,28100.0,27210.0,27250.0,163659.0,0
2023-10-08,27410.0,27410.0,26400.0,26610.0,430240.0,1
2023-10-09,27600.0,27600.0,26450.0,26650.0,750734.0,1
2023-10-10,26700.0,27300.0,26600.0,27300.0,265782.0,0
2023-10-11,27300.0,27640.0,27150.0,27300.0,159485.0,0
2023-10-14,27590.0,27590.0,26140.0,26500.0,444551.0,1
2023-10-15,26200.0,26970.0,26200.0,26700.0,391077.0,0
2023-10-16,26320.0,27300.0,26320.0,27120.0,327310.0,0
2023-10-17,26500.0,27700.0,26500.0,27100.0,686088.0,1
2023-10-18,26620.0,27150.0,26050.0,27000.0,249882.0,1
2023-10-21,26370.0,27490.0,26370.0,26880.0,500775.0,1
2023-10-22,27270.0,28170.0,27110.0,27600.0,1311071.0,1
2023-10-23,28100.0,28780.0,27910.0,28000.0,1013588.0,1
2023-10-24,28000.0,28700.0,27440.0,27920.0,418301.0,1
2023-10-25,28600.0,28740.0,28000.0,28550.0,1230395.0,0
2023-10-28,28060.0,28200.0,27330.0,27630.0,501584.0,1
2023-10-29,25950.0,28500.0,25950.0,28150.0,275872.0,0
2023-10-30,28780.0,29000.0,28100.0,28580.0,197091.0,1
2023-10-31,28600.0,29000.0,27910.0,27970.0,366114.0,0
2023-11-01,27910.0,28690.0,27550.0,27900.0,603705.0,1
2023-11-04,28000.0,28900.0,28000.0,28460.0,329170.0,0
2023-11-05,28150.0,29430.0,28150.0,28700.0,509213.0,1
2023-11-06,28250.0,29300.0,28250.0,28950.0,553085.0,1
2023-11-07,29000.0,29580.0,28950.0,29400.0,731253.0,1
2023-11-08,28820.0,29600.0,28800.0,29320.0,439621.0,1
2023-11-11,28820.0,29580.0,28820.0,29180.0,358131.0,0
2023-11-12,28920.0,29400.0,28880.0,29200.0,424291.0,1
2023-11-13,29390.0,29520.0,29250.0,29300.0,330612.0,0
2023-11-14,29520.0,29520.0,28900.0,29420.0,165804.0,0
2023-11-15,29410.0,30450.0,29410.0,30190.0,1582013.0,1
2023-11-18,30100.0,30730.0,29960.0,30160.0,320034.0,1
2023-11-19,30700.0,30840.0,30080.0,30100.0,441060.0,1
2023-11-20,30490.0,30490.0,29580.0,29600.0,397440.0,0
2023-11-21,30180.0,30210.0,29420.0,29640.0,746446.0,1
2023-11-22,29650.0,30200.0,29650.0,29690.0,204882.0,1
2023-11-25,29850.0,30630.0,29660.0,29850.0,301158.0,0
2023-11-26,30300.0,30500.0,29820.0,29880.0,928476.0,1
2023-11-27,30000.0,31690.0,30000.0,30790.0,2093985.0,1
2023-11-28,30600.0,31620.0,30600.0,31290.0,625518.0,1
2023-11-29,31600.0,31990.0,30880.0,31600.0,886643.0,1
2023-12-02,31630.0,31990.0,31300.0,31600.0,2068129.0,1
2023-12-03,31740.0,31740.0,31090.0,31620.0,1177410.0,1
2023-12-04,31600.0,32300.0,31600.0,31980.0,1267350.0,1
2023-12-05,31750.0,32350.0,30900.0,32000.0,687725.0,1
2023-12-06,32360.0,32500.0,31510.0,32400.0,527424.0,1
2023-12-09,32780.0,32780.0,31690.0,31720.0,945423.0,1
2023-12-10,31740.0,33200.0,31740.0,32300.0,3853111.0,1
2023-12-11,32750.0,33000.0,32270.0,32670.0,560021.0,1
2023-12-12,32170.0,32900.0,31880.0,31880.0,1194483.0,1
2023-12-13,31650.0,32870.0,31650.0,32280.0,959961.0,1
