Date,Open,High,Low,Close,Volume,signal
2023-09-11,7040.0,7160.0,6900.0,6990.0,4618023.0,0
2023-09-12,6960.0,7120.0,6950.0,7000.0,5806498.0,0
2023-09-13,6980.0,7120.0,6930.0,7000.0,3224674.0,0
2023-09-17,7030.0,7140.0,7000.0,7050.0,2599270.0,0
2023-09-18,7160.0,7200.0,6930.0,6930.0,3634776.0,0
2023-09-19,6910.0,7070.0,6880.0,6890.0,2970115.0,0
2023-09-20,6910.0,7070.0,6880.0,6890.0,2970115.0,0
2023-09-23,6910.0,7070.0,6880.0,6890.0,2970115.0,0
2023-09-25,6760.0,6950.0,6760.0,6820.0,1748208.0,0
2023-09-26,7040.0,7040.0,6830.0,6880.0,2780331.0,0
2023-09-27,6960.0,6970.0,6850.0,6880.0,2530682.0,0
2023-09-30,7000.0,7070.0,6720.0,6720.0,3492009.0,0
2023-10-01,6700.0,6880.0,6660.0,6670.0,3398487.0,0
2023-10-02,6770.0,6900.0,6700.0,6810.0,1233107.0,0
2023-10-04,6970.0,6970.0,6770.0,6800.0,1926413.0,0
2023-10-07,6720.0,6940.0,6640.0,6670.0,2090805.0,0
2023-10-08,6620.0,6720.0,6380.0,6410.0,3389917.0,0
2023-10-09,6400.0,6650.0,6400.0,6510.0,1681245.0,0
2023-10-10,6500.0,6670.0,6450.0,6650.0,1914198.0,0
2023-10-11,6680.0,6720.0,6580.0,6640.0,1924508.0,0
2023-10-14,6680.0,6680.0,6350.0,6410.0,2215492.0,0
2023-10-15,6370.0,6510.0,6370.0,6410.0,1897922.0,0
2023-10-16,6390.0,6640.0,6390.0,6640.0,1774334.0,0
2023-10-17,6560.0,6680.0,6480.0,6510.0,2586805.0,0
2023-10-18,6520.0,6520.0,6390.0,6420.0,2523704.0,0
2023-10-21,6500.0,6590.0,6430.0,6480.0,1694989.0,0
2023-10-22,6450.0,6680.0,6430.0,6540.0,1813255.0,0
2023-10-23,6520.0,6670.0,6410.0,6500.0,2092709.0,0
2023-10-24,6550.0,6560.0,6360.0,6430.0,2146883.0,0
2023-10-25,6430.0,6520.0,6320.0,6440.0,1317644.0,0
2023-10-28,6310.0,6490.0,5980.0,5980.0,4467863.0,0
2023-10-29,5840.0,6170.0,5840.0,6000.0,4475979.0,0
2023-10-30,6150.0,6150.0,5950.0,6000.0,5296240.0,0
2023-10-31,5960.0,6150.0,5810.0,5920.0,2454479.0,0
2023-11-01,5860.0,5880.0,5660.0,5700.0,5726798.0,0
2023-11-04,5780.0,6040.0,5740.0,5830.0,9427138.0,1
2023-11-05,5870.0,5960.0,5830.0,5920.0,3153180.0,0
2023-11-06,5870.0,6280.0,5870.0,6280.0,10623634.0,1
2023-11-07,6370.0,6630.0,6250.0,6630.0,9833368.0,1
2023-11-08,6710.0,6850.0,6400.0,6660.0,7370558.0,0
2023-11-11,6750.0,6910.0,6560.0,6600.0,3075205.0,0
2023-11-12,6790.0,6860.0,6560.0,6660.0,3554505.0,0
2023-11-13,6660.0,6710.0,6470.0,6510.0,3816761.0,0
2023-11-14,6500.0,6510.0,6400.0,6420.0,1930309.0,0
2023-11-15,6480.0,6480.0,6360.0,6460.0,2445091.0,0
2023-11-18,6400.0,6600.0,6360.0,6410.0,2562298.0,0
2023-11-19,6500.0,6500.0,6390.0,6410.0,2868954.0,0
2023-11-20,6380.0,6470.0,6260.0,6380.0,2637897.0,0
2023-11-21,6290.0,6400.0,6280.0,6360.0,2039648.0,0
2023-11-22,6370.0,6440.0,6280.0,6350.0,4365416.0,1
2023-11-25,6360.0,6490.0,6340.0,6350.0,4208644.0,0
2023-11-26,6330.0,6500.0,6330.0,6420.0,3590727.0,1
2023-11-27,6500.0,6510.0,6350.0,6360.0,1919835.0,1
2023-11-28,6460.0,6500.0,6380.0,6490.0,3650285.0,0
2023-11-29,6390.0,6690.0,6390.0,6630.0,4044901.0,1
2023-12-02,6670.0,6760.0,6610.0,6680.0,3138217.0,0
2023-12-03,6690.0,6860.0,6550.0,6770.0,6132884.0,0
2023-12-04,6750.0,7060.0,6750.0,6950.0,13744731.0,1
2023-12-05,6980.0,7040.0,6760.0,6960.0,6694133.0,0
2023-12-06,7000.0,7000.0,6840.0,6890.0,6175013.0,1
2023-12-09,6890.0,6980.0,6850.0,6870.0,8130677.0,1
2023-12-10,6750.0,6980.0,6740.0,6830.0,6138582.0,0
2023-12-11,6890.0,6970.0,6760.0,6910.0,4620641.0,1
2023-12-12,6760.0,6960.0,6760.0,6850.0,4269506.0,0
2023-12-13,6960.0,6960.0,6790.0,6840.0,2803344.0,0
