Date,Open,High,Low,Close,Volume,signal
2023-09-11,5630.0,5690.0,5550.0,5560.0,4676560.0,0
2023-09-12,5530.0,5730.0,5510.0,5600.0,4315528.0,0
2023-09-13,5600.0,5680.0,5580.0,5600.0,2047137.0,0
2023-09-17,5620.0,5720.0,5530.0,5620.0,5203740.0,0
2023-09-18,5610.0,5700.0,5550.0,5550.0,3854065.0,0
2023-09-19,5680.0,5680.0,5480.0,5500.0,3901895.0,0
2023-09-20,5570.0,5570.0,5430.0,5460.0,2156450.0,0
2023-09-23,5430.0,5550.0,5430.0,5480.0,2038082.0,0
2023-09-25,5480.0,5560.0,5440.0,5440.0,2473511.0,0
2023-09-26,5530.0,5550.0,5420.0,5550.0,4631610.0,0
2023-09-27,5530.0,5540.0,5410.0,5490.0,3712183.0,0
2023-09-30,5510.0,5580.0,5400.0,5420.0,3397470.0,0
2023-10-01,5420.0,5450.0,5340.0,5380.0,5456095.0,0
2023-10-02,5400.0,5450.0,5310.0,5350.0,5179620.0,0
2023-10-04,5280.0,5430.0,5270.0,5370.0,7382915.0,0
2023-10-07,5310.0,5490.0,5300.0,5400.0,7369447.0,0
2023-10-08,5480.0,5480.0,5090.0,5210.0,9766784.0,0
2023-10-09,5090.0,5370.0,5000.0,5270.0,3878762.0,1
2023-10-10,5270.0,5370.0,5220.0,5350.0,5338076.0,0
2023-10-11,5300.0,5480.0,5270.0,5280.0,5680820.0,0
2023-10-14,5200.0,5370.0,4970.0,5180.0,5929229.0,1
2023-10-15,5290.0,5510.0,5070.0,5150.0,4062740.0,0
2023-10-16,5200.0,5370.0,5200.0,5230.0,4212875.0,1
2023-10-17,5270.0,5390.0,5200.0,5330.0,6717695.0,1
2023-10-18,5270.0,5390.0,5200.0,5330.0,6717695.0,0
2023-10-21,5270.0,5390.0,5200.0,5330.0,6717695.0,0
2023-10-22,5270.0,5390.0,5200.0,5330.0,6717695.0,0
2023-10-23,5270.0,5390.0,5200.0,5330.0,6717695.0,0
2023-10-24,5110.0,5110.0,4760.0,4820.0,10253942.0,0
2023-10-25,4850.0,4850.0,4630.0,4790.0,3093928.0,0
2023-10-28,4450.0,4600.0,4409.0,4500.0,6465599.0,1
2023-10-29,4350.0,4590.0,4350.0,4510.0,1845127.0,1
2023-10-30,4535.0,4650.0,4440.0,4510.0,1941425.0,0
2023-10-31,4580.0,4580.0,4450.0,4460.0,2328783.0,0
2023-11-01,4411.0,4590.0,4340.0,4544.0,2913781.0,1
2023-11-04,4593.0,4630.0,4457.0,4600.0,2268220.0,1
2023-11-05,4510.0,4600.0,4505.0,4600.0,1880266.0,1
2023-11-06,4525.0,4650.0,4400.0,4610.0,2426446.0,1
2023-11-07,4680.0,4880.0,4587.0,4880.0,10033638.0,1
2023-11-08,4939.0,4980.0,4732.0,4848.0,2022932.0,1
2023-11-11,4680.0,4960.0,4680.0,4850.0,3186261.0,1
2023-11-12,4914.0,4914.0,4672.0,4781.0,4828696.0,0
2023-11-13,4880.0,4881.0,4735.0,4740.0,3085155.0,0
2023-11-14,4785.0,4785.0,4677.0,4703.0,2068965.0,0
2023-11-15,4739.0,4739.0,4636.0,4707.0,2189640.0,0
2023-11-18,4620.0,4735.0,4601.0,4688.0,2504237.0,0
2023-11-19,4740.0,4740.0,4625.0,4660.0,2410623.0,0
2023-11-20,4613.0,4690.0,4610.0,4610.0,843258.0,0
2023-11-21,4647.0,4647.0,4577.0,4630.0,3215581.0,0
2023-11-22,4698.0,4700.0,4593.0,4617.0,1844542.0,0
2023-11-25,4570.0,4700.0,4570.0,4620.0,1517536.0,0
2023-11-26,4608.0,4650.0,4543.0,4579.0,3337696.0,1
2023-11-27,4618.0,4699.0,4547.0,4585.0,4814822.0,1
2023-11-28,4552.0,4639.0,4480.0,4599.0,4354826.0,0
2023-11-29,4680.0,4752.0,4600.0,4689.0,4716472.0,1
2023-12-02,4715.0,4980.0,4653.0,4820.0,7128463.0,1
2023-12-03,4760.0,4999.0,4760.0,4893.0,6620706.0,1
2023-12-04,4979.0,5030.0,4850.0,4923.0,5187765.0,1
2023-12-05,4940.0,4998.0,4833.0,4970.0,6819396.0,0
2023-12-06,4965.0,4965.0,4820.0,4909.0,6582725.0,0
2023-12-09,4962.0,4962.0,4742.0,4755.0,4112283.0,0
2023-12-10,4730.0,4870.0,4730.0,4854.0,8812000.0,0
2023-12-11,4770.0,4888.0,4729.0,4740.0,4611130.0,0
2023-12-12,4731.0,4868.0,4727.0,4745.0,6343509.0,0
2023-12-13,4731.0,4798.0,4720.0,4725.0,4993592.0,0
