Date,Open,High,Low,Close,Volume,signal
2023-09-11,4681.0,4740.0,4630.0,4714.0,2280182.0,0
2023-09-12,4715.0,4933.0,4715.0,4837.0,2731140.0,0
2023-09-13,4730.0,4892.0,4727.0,4729.0,4033942.0,0
2023-09-17,4726.0,4790.0,4599.0,4651.0,8507443.0,0
2023-09-18,4660.0,4710.0,4628.0,4649.0,7615698.0,0
2023-09-19,4655.0,4692.0,4619.0,4650.0,5380646.0,0
2023-09-20,4650.0,4676.0,4608.0,4670.0,8287401.0,0
2023-09-23,4624.0,4749.0,4623.0,4651.0,10309131.0,0
2023-09-25,4660.0,4750.0,4660.0,4717.0,6517525.0,0
2023-09-26,4740.0,4900.0,4700.0,4780.0,5379912.0,0
2023-09-27,4785.0,4840.0,4651.0,4727.0,5549512.0,0
2023-09-30,4830.0,4830.0,4633.0,4692.0,5574044.0,0
2023-10-01,4608.0,4692.0,4608.0,4623.0,14158789.0,0
2023-10-02,4603.0,4689.0,4558.0,4640.0,8002067.0,0
2023-10-04,4650.0,4683.0,4589.0,4606.0,11611957.0,0
2023-10-07,4570.0,4688.0,4570.0,4581.0,10766026.0,0
2023-10-08,4580.0,4599.0,4318.0,4318.0,14250855.0,0
2023-10-09,4378.0,4515.0,4250.0,4370.0,7785292.0,0
2023-10-10,4389.0,4389.0,4300.0,4330.0,9698479.0,0
2023-10-11,4283.0,4490.0,4283.0,4459.0,4696291.0,0
2023-10-14,4302.0,4450.0,4302.0,4365.0,5752273.0,0
2023-10-15,4449.0,4449.0,4350.0,4384.0,4983715.0,0
2023-10-16,4440.0,4520.0,4290.0,4500.0,8620402.0,0
2023-10-17,4570.0,4750.0,4476.0,4680.0,11288829.0,0
2023-10-18,4587.0,4675.0,4452.0,4577.0,11383670.0,0
2023-10-21,4463.0,4750.0,4463.0,4584.0,5027199.0,0
2023-10-22,4585.0,4686.0,4566.0,4573.0,8011194.0,0
2023-10-23,4530.0,4655.0,4511.0,4620.0,8155594.0,0
2023-10-24,4710.0,4710.0,4450.0,4576.0,4951385.0,0
2023-10-25,4670.0,4670.0,4527.0,4585.0,9851398.0,0
2023-10-28,4472.0,4477.0,4268.0,4268.0,12873070.0,0
2023-10-29,4210.0,4300.0,4170.0,4250.0,27864865.0,0
2023-10-30,4250.0,4365.0,4203.0,4232.0,30060382.0,0
2023-10-31,4300.0,4320.0,4221.0,4233.0,8171571.0,0
2023-11-01,4152.0,4278.0,4152.0,4269.0,6026253.0,0
2023-11-04,4350.0,4520.0,4300.0,4450.0,5936612.0,0
2023-11-05,4467.0,4686.0,4450.0,4521.0,15671545.0,0
2023-11-06,4592.0,4795.0,4590.0,4635.0,5645570.0,0
2023-11-07,4715.0,4718.0,4601.0,4700.0,8708349.0,0
2023-11-08,4657.0,4745.0,4502.0,4599.0,3107862.0,0
2023-11-11,4680.0,4680.0,4401.0,4541.0,12313884.0,0
2023-11-12,4620.0,4620.0,4450.0,4595.0,14733387.0,0
2023-11-13,4583.0,4909.0,4583.0,4710.0,22203474.0,0
2023-11-14,4771.0,5133.0,4771.0,5133.0,45400175.0,0
2023-11-15,5298.0,5463.0,5230.0,5251.0,65118882.0,0
2023-11-18,5300.0,5770.0,5110.0,5760.0,45546679.0,0
2023-11-19,5300.0,5770.0,5110.0,5760.0,45546679.0,0
2023-11-20,5870.0,5900.0,5430.0,5590.0,34174055.0,0
2023-11-21,5630.0,5800.0,5460.0,5510.0,18278674.0,0
2023-11-22,5460.0,5610.0,5360.0,5400.0,12842164.0,0
2023-11-25,5560.0,5560.0,5270.0,5310.0,16772051.0,0
2023-11-26,5260.0,5710.0,5260.0,5650.0,13195157.0,0
2023-11-27,5680.0,5880.0,5580.0,5630.0,20195376.0,1
2023-11-28,5570.0,5840.0,5570.0,5690.0,11514919.0,0
2023-11-29,5770.0,5820.0,5470.0,5550.0,21832255.0,0
2023-12-02,5500.0,5760.0,5450.0,5510.0,13865068.0,0
2023-12-03,5510.0,5540.0,5360.0,5440.0,18276541.0,0
2023-12-04,5430.0,5680.0,5290.0,5380.0,19332174.0,0
2023-12-05,5370.0,5520.0,5250.0,5320.0,12997718.0,0
2023-12-06,5480.0,5480.0,5250.0,5330.0,9600415.0,0
2023-12-09,5350.0,5360.0,4980.0,4980.0,73398212.0,0
2023-12-10,4900.0,5050.0,4800.0,4880.0,29625024.0,0
2023-12-11,4880.0,5220.0,4800.0,5100.0,47969230.0,0
2023-12-12,5120.0,5180.0,4900.0,4900.0,18561155.0,0
2023-12-13,4940.0,4960.0,4830.0,4870.0,12950851.0,0
