,Date,J-Date,Open,High,Low,Close,Final,Volume,Ticker,Final_yes,high_rate,low_rate,open_rate,earning_rate,Volume_rate,smooth-close,label,individual_buy_count,corporate_buy_count,individual_sell_count,corporate_sell_count,individual_buy_vol,corporate_buy_vol,individual_sell_vol,corporate_sell_vol,individual_buy_value,corporate_buy_value,individual_sell_value,corporate_sell_value,individual_buy_mean_price,individual_sell_mean_price,corporate_buy_mean_price,corporate_sell_mean_price,individual_ownership_change
0,2022-06-01,1401-03-11,8190.0,8190.0,7950.0,8000.0,8020.0,5074002.0,سشرق,8020.0,0.0087281795511221,-0.0448877805486284,0.0037406483790523,-0.0311720698254364,0.0118751449860637,10385.10003269625,1,0.2648062516529574,-0.9210960019820394,-0.3150107728112726,0.0121274813879306,-0.2200242601920986,0.4616267864213003,-0.4281564644315672,0.7560052643813836,-0.4219584367031134,0.0481778121470153,-0.5900483841053888,0.3668430579445636,-0.9504511605524828,-0.9527928878348672,-0.9523117172550324,-1.0270438621968467,0.3931259807734241
1,2022-06-06,1401-03-16,8050.0,8090.0,7660.0,7770.0,7860.0,6736927.0,سشرق,8020.0,0.0087281795511221,-0.0448877805486284,0.0037406483790523,-0.0311720698254364,0.3790650207210901,9329.257465245712,1,2.187868571722634,-0.9210960019820394,0.0407421928033192,0.41123186888165,0.5631812256660107,-0.1215775003844828,0.1298151254216354,0.6731124605911822,0.0854052567550114,-0.3194172056690051,-0.2549041329699542,0.2876779620384789,-0.9927675795947648,-0.9905209202831023,-1.0144940135164198,-1.0871289727658169,0.9662128832282748
2,2022-06-07,1401-03-17,7700.0,8330.0,7700.0,8200.0,8190.0,11545316.0,سشرق,7860.0,0.059796437659033,-0.0203562340966921,-0.0203562340966921,0.0432569974554707,1.440803679647781,9500.796780084667,1,2.3683318979461814,-0.9210960019820394,0.7582778353141063,2.805858193843966,2.0477170059213736,-0.333789985657506,0.5614663542109248,2.4006313135622035,1.1458905808294642,-0.4317722856280687,0.0552413099316778,1.55006712917623,-0.8997911221354108,-0.8937949689540362,-0.8959759274887095,-0.9829457893773524,3.330483747520622
3,2022-06-08,1401-03-18,8220.0,8490.0,8200.0,8370.0,8300.0,6972219.0,سشرق,8190.0,0.0366300366300366,0.0012210012210012,0.0036630036630036,0.0219780219780219,0.4310197632629641,10000.383238057548,1,0.591896030433137,0.042594034773736,0.1432472845905745,0.8103362563753693,0.4332370070172807,0.250853062766357,-0.2280564534899854,1.3885467402871674,0.0504701060411774,-0.0578413296435416,-0.4417044855435418,0.8502836458154182,-0.8687480675043362,-0.8612282286653171,-0.8673950139477236,-0.95106958261206,1.412777573925317
4,2022-06-11,1401-03-21,8370.0,8790.0,8340.0,8670.0,8740.0,16948847.0,سشرق,8300.0,0.0590361445783132,0.0048192771084337,0.008433734939759,0.044578313253012,2.6339554311821933,10038.314399742509,1,2.684142718837389,-0.4392509836041517,2.778231114651196,0.8103362563753693,3.760382680983085,-0.6561421534180261,2.4098083639682906,2.072579355685181,2.540880980159627,-0.6298422599106488,1.3807667214485535,1.455061013247705,-0.7381491687440311,-0.744339150408572,-0.7864176781378667,-0.8029222429229399,3.301091652003165
5,2022-06-12,1401-03-22,8790.0,8960.0,8380.0,8840.0,8630.0,8911864.0,سشرق,8740.0,0.0251716247139588,-0.0411899313501144,0.005720823798627,0.011441647597254,0.8593120834337866,9959.466185790006,1,0.5185828041548209,1.0062840715295116,1.5300808793593226,0.0121274813879306,0.5723057707854197,1.0340500678790123,1.0242179704703929,0.2906376662392121,0.1872573682173247,0.4897697797819755,0.424095834001552,0.0848015137849612,-0.779497785909429,-0.7700142892190279,-0.759067457358992,-0.8557394301496721,-0.8399113897867254
6,2022-06-13,1401-03-23,8710.0,9140.0,8710.0,9140.0,9130.0,25215653.0,سشرق,8630.0,0.0590961761297798,0.0092699884125144,0.0092699884125144,0.0590961761297798,4.459345913534416,10147.342978767949,1,1.6972339035523645,3.8973541817968376,1.8375961547210884,1.6085450313628082,4.0749413356337785,3.2074677429725464,1.8460613938712176,7.216441889334238,2.9381035177740964,2.0705723662577,1.0949072485357876,5.61631308768363,-0.6228798310095104,-0.6235536037876991,-0.6216655189246659,-0.6954956903511251,5.139777517770305
7,2022-06-14,1401-03-24,9230.0,9260.0,8870.0,8950.0,9060.0,7973267.0,سشرق,9130.0,0.0142387732749178,-0.0284775465498357,0.0109529025191675,-0.0197152245345016,0.6520608148586744,10232.304649715326,1,0.7441619619342551,-0.4392509836041517,1.2225656039975568,-0.786081293599508,0.5442429359006119,0.580924822941725,1.0335015450737337,-0.2022903253495508,0.2285010875759475,0.2279857616521347,0.5041965998498198,-0.2685001976499014,-0.640225646630756,-0.644801769748833,-0.6518598330279926,-0.7124621596350303,-0.9202175900953392
8,2022-06-15,1401-03-25,8820.0,8960.0,8700.0,8760.0,8790.0,6135809.0,سشرق,9060.0,-0.0110375275938189,-0.0397350993377483,-0.0264900662251655,-0.0331125827814569,0.2463323696862644,9980.260796738536,0,0.08434292542941,-0.4392509836041517,-0.0255846312943165,-0.786081293599508,0.3727130171219236,-0.0858268626518711,0.4731322816191018,-0.204192901562524,0.0652376904835828,-0.2450556182744305,0.0729731018955987,-0.2778292763717245,-0.7239101431146885,-0.725555842498456,-0.724262007519183,-0.7898646921860826,-0.1511365904323869
9,2022-06-18,1401-03-28,8720.0,8720.0,8270.0,8430.0,8400.0,8092913.0,سشرق,8790.0,-0.0079635949943117,-0.0591581342434584,-0.0079635949943117,-0.0409556313993174,0.678479805415791,9836.587566721815,0,0.4227116620985613,0.5244390531516238,0.6256241871188348,-0.3869769061057886,0.6181685033397543,0.5057543817908136,1.1095062091614458,-0.2679480269751709,0.1941514668516988,0.1130194131075609,0.439954825259613,-0.3361497839597396,-0.8360643016345157,-0.838082183904617,-0.8397016851166246,-0.9051015448432732,-0.9137744015239668
10,2022-06-19,1401-03-29,8150.0,8900.0,8150.0,8890.0,8700.0,9110500.0,سشرق,8400.0,0.0595238095238095,-0.0297619047619047,-0.0297619047619047,0.0583333333333333,0.9031728276985628,10053.605877063492,0,0.4114327042095896,-0.4392509836041517,1.108001089647095,1.2094406438690886,1.1449911945440974,0.0590081140575243,0.9923462691880798,0.4447417610980895,0.6259511968127355,-0.1655672868962817,0.4122160182269292,0.2136521238094558,-0.7370682845611763,-0.7534976135010171,-0.8044800436056397,-0.8080535592194878,0.4771906557556068
11,2022-06-20,1401-03-30,8970.0,9220.0,8740.0,9100.0,9170.0,15939988.0,سشرق,8700.0,0.0597701149425287,0.0045977011494252,0.0310344827586206,0.0459770114942528,2.411189635464309,10219.76755464254,0,1.200959756437609,1.0062840715295116,2.880736206438451,3.2049625813376856,2.2813990236219794,1.5945361577408412,2.709105320750484,1.061131178892078,1.5733911984276194,0.9548674935385888,1.7181830717617574,0.7433537316012059,-0.614510067809768,-0.6146761853528474,-0.6067560675228443,-0.6779829194128735,-0.543393692980115
12,2022-06-21,1401-03-31,9170.0,9280.0,8620.0,8740.0,8850.0,7542392.0,سشرق,9170.0,0.0119956379498364,-0.0599781897491821,0.0,-0.0468920392584514,0.5569194598923775,10048.502246850538,0,0.5862565514886512,0.042594034773736,0.2698712215042428,-0.3869769061057886,0.6836655743739104,0.0851123620509255,1.0190345216267227,-0.3973979898593061,0.3026472533628546,-0.1249195026605493,0.457817348146705,-0.4242638912511811,-0.7064553435484517,-0.7065188993238267,-0.7002249358195282,-0.7572144449545773,-0.5858686994255385
13,2022-06-22,1401-04-01,8760.0,8900.0,8320.0,8500.0,8560.0,5834578.0,سشرق,8850.0,0.0056497175141242,-0.0598870056497175,-0.0101694915254237,-0.03954802259887,0.1798176600886952,9817.191308244164,0,0.2873641674309008,1.0062840715295116,-0.2366245261504303,0.41123186888165,0.1321429995150823,0.2063161645227348,0.2482328814214456,0.0169515692927919,-0.1318210276184572,-0.069868706205508,-0.1072874324008622,-0.1194035367176468,-0.7852873712410939,-0.7944562599768126,-0.8047289203447118,-0.8554484214731193,-0.217911907566085
14,2022-06-25,1401-04-04,8360.0,8470.0,8220.0,8260.0,8320.0,5396661.0,سشرق,8560.0,-0.0105140186915887,-0.0397196261682243,-0.0233644859813084,-0.0350467289719626,0.0831213636157601,9757.341914331468,0,0.1576561517077261,0.5244390531516238,-0.1160303005183652,0.0121274813879306,-0.0901833501266491,0.3902754268967915,-0.0813910098758897,0.3428944146085877,-0.3120623777490552,0.0323935870631665,-0.347551054799507,0.103101501726134,-0.8635294299763163,-0.864533509047564,-0.8612856851748129,-0.9351715829196204,-0.0309895603170961
15,2022-06-26,1401-04-05,8280.0,8540.0,7950.0,8050.0,8100.0,5072702.0,سشرق,8320.0,0.0264423076923076,-0.0444711538461538,-0.0048076923076923,-0.032451923076923,0.0115880924500471,9721.550718487646,0,0.0561455307069807,0.042594034773736,-0.3933970194721149,1.2094406438690886,0.0683359655808898,-0.083966395042285,-0.0135245621633562,0.065117778804275,-0.2211878280091738,-0.280582261054583,-0.3233990297533464,-0.109731343502613,-0.9275258707304468,-0.9279118164315504,-0.9248667462617574,-1.0017322168063951,0.1770118152928703
16,2022-06-27,1401-04-06,8000.0,8120.0,7920.0,7960.0,8020.0,4395930.0,سشرق,8100.0,0.0024691358024691,-0.0222222222222222,-0.0123456790123456,-0.0172839506172839,-0.1378496913230907,9619.983737583372,0,0.2930036463753867,0.042594034773736,-0.4597238435697507,-0.786081293599508,-0.0800319975966238,-0.1685669802769158,0.0104897616476416,-0.319139027439151,-0.328288908167365,-0.3371808453751826,-0.3162694700842002,-0.3814425472723938,-0.9519581948974002,-0.9530688308714338,-0.9511293381282004,-1.0207589990358523,-0.1963861547917151
17,2022-06-28,1401-04-07,8020.0,8120.0,7950.0,8020.0,8040.0,3907077.0,سشرق,8020.0,0.0124688279301745,-0.0087281795511221,0.0,0.0,-0.2457931477764454,9587.925891638675,0,0.0392270938735231,0.5244390531516238,-0.3210404840928759,0.41123186888165,-0.1286035839423896,-0.3404067791559469,-0.1706907526920964,-0.2662173948156696,-0.3589555793845188,-0.441465770592643,-0.427180322458192,-0.3442803549126825,-0.9441479895574242,-0.9449650911733422,-0.943443426633736,-1.0182120128165857,0.0673347326372677
18,2022-06-29,1401-04-08,8160.0,8160.0,7670.0,8060.0,8010.0,2513458.0,سشرق,8040.0,0.0149253731343283,-0.0460199004975124,0.0149253731343283,0.0024875621890547,-0.5535176617695429,9644.199891893835,0,-0.3216995585735716,-0.4392509836041517,-0.5019318225409735,-0.786081293599508,-0.3059333379089473,-0.7568516918218036,-0.4394004107087754,-0.5278521467125346,-0.4800217204313045,-0.6973035883933083,-0.5970979133070897,-0.5272283364269358,-0.95214574412456,-0.9529401949590854,-0.954765082219012,-1.0294693885557038,0.2282640829779633
19,2022-07-02,1401-04-11,8050.0,8050.0,7670.0,7770.0,7870.0,3850982.0,سشرق,8010.0,0.0049937578027465,-0.0424469413233458,0.0049937578027465,-0.0299625468164794,-0.2581794647055651,9656.394116508913,0,-0.0340861324047929,0.042594034773736,-0.4175158645985279,-0.786081293599508,-0.3699994994498211,0.0854903874985544,-0.1181369010565958,-0.3822384253816047,-0.5304239612772377,-0.1915113063703682,-0.408201688070724,-0.4278720156707866,-0.9929752591207688,-0.9939181081764636,-0.9944340462536058,-1.0689161883247529,-0.5677133450885224
20,2022-07-03,1401-04-12,7730.0,8260.0,7730.0,8180.0,8100.0,5393205.0,سشرق,7870.0,0.0495552731893265,-0.0177890724269377,-0.0177890724269377,0.0393900889453621,0.0823582454892419,9624.496301628928,0,0.8400331039905147,-0.9210960019820394,0.1251581507457648,0.41123186888165,0.3217233820851763,-0.3899367410509192,-0.1993024001915848,0.5374201146296688,-0.0484084630927614,-0.4703124629482184,-0.4399936049416735,0.2219371400897264,-0.9252430628969328,-0.9255596505351384,-0.928364131337114,-1.003995761935156,1.1102752673795175
21,2022-07-04,1401-04-13,8300.0,8300.0,8020.0,8070.0,8120.0,1886244.0,سشرق,8100.0,0.0246913580246913,-0.0098765432098765,0.0246913580246913,-0.0037037037037037,-0.6920125612504388,9634.70093687051,0,-0.3950127848518877,0.042594034773736,-0.5441398015121962,-0.3869769061057886,-0.6432526999064166,-0.4576804112107524,-0.7590717868580944,-0.3147742937740947,-0.7032326948873233,-0.5116219936422441,-0.7928984463513393,-0.3770104873177064,-0.9202542875212176,-0.9201482703507998,-0.9219388575716724,-1.000672589675441,0.1434638101139517
22,2022-07-05,1401-04-14,7980.0,8100.0,7820.0,7840.0,7930.0,3201842.0,سشرق,8120.0,-0.0024630541871921,-0.0369458128078817,-0.0172413793103448,-0.0344827586206896,-0.4015158364208468,9638.139730502073,0,0.2591667727084715,1.0062840715295116,-0.4416347097249409,-0.786081293599508,-0.3244601056381848,-0.3506210159655615,-0.3859768446876431,-0.2665968926378295,-0.497803312202406,-0.4511433911930199,-0.5696005287160956,-0.3469154301855335,-0.9797032368833688,-0.9803189206190422,-0.9732473293213812,-1.0467745179186436,0.0786868984217279
23,2022-07-06,1401-04-15,7840.0,7960.0,7750.0,7830.0,7870.0,4103272.0,سشرق,7930.0,0.0037831021437578,-0.0226986128625472,-0.0113493064312736,-0.0126103404791929,-0.2024713998504514,9558.987854852685,0,-0.2709442480731989,-0.4392509836041517,-0.5079615338225767,0.0121274813879306,-0.0779255869524441,-0.3303678037878151,-0.2179551151143503,-0.0877313279483443,-0.3379900067160527,-0.441523473256464,-0.4701730512124886,-0.2258986440886555,-0.9940501709152384,-0.9967728963352744,-0.9955162188891592,-1.065379243590226,0.2746273387868799
24,2022-07-09,1401-04-18,7850.0,7960.0,7710.0,7800.0,7820.0,2575775.0,سشرق,7870.0,0.0114358322744599,-0.0203303684879288,-0.0025412960609911,-0.0088945362134688,-0.5397574672411188,9471.492549413171,0,-0.3498969532960008,0.042594034773736,-0.4597238435697507,-0.3869769061057886,-0.4781510293000827,-0.3978197310558263,-0.5601064384301636,-0.2952148946263384,-0.604134475178795,-0.4831901764271222,-0.6820784101495524,-0.3690428163076235,-1.0086329087339634,-1.0103075476521113,-1.0068346425457064,-1.0784360637945656,0.0981955282512691
