,Date,J-Date,Open,High,Low,Close,Final,Volume,Ticker,Final_yes,high_rate,low_rate,open_rate,earning_rate,smooth-close,label,individual_buy_count,corporate_buy_count,individual_sell_count,corporate_sell_count,individual_buy_vol,corporate_buy_vol,individual_sell_vol,corporate_sell_vol,individual_buy_value,corporate_buy_value,individual_sell_value,corporate_sell_value,individual_buy_mean_price,individual_sell_mean_price,corporate_buy_mean_price,corporate_sell_mean_price,individual_ownership_change
0,2023-01-21,1401-11-01,26780.0,26960.0,26000.0,26300.0,26530.0,0.8401202456995563,سرود,26530.0,0.0697323784395024,-0.0079155672823219,-0.0079155672823219,0.0463626083678854,34192.22797023562,0,0.4614251131805559,0.0712612516356649,0.9726593446818262,1.5559435350777342,0.7123013535739509,1.0223463739897298,2.0409242963484298,-0.1060702663586561,0.2416799311689798,0.4752976442886913,1.0856436873256108,-0.2342196616398786,-2.147024951007352,-2.1594879970368024,-2.156295795962123,-2.032347867736027,-1.0739224502447755
1,2023-01-22,1401-11-02,26320.0,28380.0,26320.0,27760.0,27510.0,1.1034884353200696,سرود,26530.0,0.0697323784395024,-0.0079155672823219,-0.0079155672823219,0.0463626083678854,33493.5749971667,0,0.4271673021738362,-1.2956591206484545,2.600221935760833,2.134963086932059,2.3984606377511346,-0.7680947323854741,2.0607770559770144,0.3733008470944129,1.4855310933475356,-0.7827338764074203,1.1896793101131746,0.1066894090029348,-2.0016788396093568,-2.004847359251271,-2.115886320027432,-1.910100791848031,1.1291064996784574
2,2023-01-23,1401-11-03,28800.0,29430.0,27510.0,29430.0,29370.0,4.746951741475481,سرود,27510.0,0.0697928026172301,0.0,0.0468920392584514,0.0697928026172301,35696.41402350081,0,3.870077308349162,0.7547214377777247,6.194422657726973,2.134963086932059,6.219352114186124,1.9153122631060315,5.682765114403878,3.9972083819553568,4.557059592976055,1.309467302998608,4.24795379091514,2.847754714273416,-1.721354045995637,-1.7338743253196796,-1.720578650268831,-1.61305510926883,2.59345926644219
3,2023-01-24,1401-11-04,30540.0,30540.0,28950.0,29650.0,29400.0,0.6125036275156572,سرود,29370.0,0.0398365679264555,-0.0143003064351378,0.0398365679264555,0.0095335376234252,34544.87063967062,1,0.7354876012343131,0.0712612516356649,1.8316507121957464,0.3979044313690855,0.7261446734571547,0.4992714444609527,1.7098010445136724,-0.2382535393606956,0.3644177644552323,0.2022972619858733,1.0683458619252657,-0.2987419334476969,-1.7064805992103025,-1.7286528180989684,-1.737254812899622,-1.5860016480506072,-0.7291078492928074
4,2023-01-25,1401-11-05,30000.0,30000.0,27670.0,27740.0,27980.0,1.565700419711396,سرود,29400.0,0.0204081632653061,-0.0588435374149659,0.0204081632653061,-0.0564625850340136,34705.74114798108,0,0.3929094911671166,0.7547214377777247,1.2891298485027445,0.3979044313690855,0.5182346370179336,2.9007931076121105,2.32819982629134,1.0056123077863115,0.1589478327392096,1.9337574460092863,1.4419212086384885,0.5593190223923346,-1.914968210479486,-1.923504635512831,-1.942419659346432,-1.8532924833911957,-1.6130538892370916
5,2023-01-28,1401-11-08,26160.0,28300.0,26150.0,27600.0,27350.0,0.5144324382158272,سرود,27980.0,0.0114367405289492,-0.0654038598999285,-0.0650464617583988,-0.0135811293781272,33696.285107978845,0,-0.1209576739336783,0.0712612516356649,0.5431636609248661,0.3979044313690855,-0.1655023435219669,1.5372136603644382,1.4449552933957308,-0.1854232542089431,-0.3563347629112799,0.8948685593315798,0.7100074421276071,-0.2780669211693446,-2.0665931316739026,-2.0398452756845677,-2.0146833498667376,-1.8844078865361635,-1.6432296217893934
6,2023-01-29,1401-11-09,26270.0,26860.0,25480.0,26000.0,25710.0,0.8948440789764737,سرود,27350.0,-0.0179159049360146,-0.0683729433272394,-0.0394881170018281,-0.0493601462522851,33639.11825720545,0,0.3415227746570371,0.7547214377777247,1.4699701364004116,0.97692398322341,0.3727581084406325,1.621299787200747,1.5682614836030768,0.4219545523889778,-0.0148109598885251,0.8405259256301693,0.6829882520561469,0.0985014073317411,-2.25892857302576,-2.28212166076543,-2.28797474688079,-2.1578624796173744,-1.0553318645887992
7,2023-01-30,1401-11-10,25760.0,27000.0,25500.0,27000.0,26380.0,0.316091732489224,سرود,25710.0,0.0501750291715285,-0.0081680280046674,0.0019447685725398,0.0501750291715285,33601.467575170165,0,-0.1894732959471176,0.0712612516356649,0.2266931571039481,0.3979044313690855,-0.1869719942929758,1.1286104992067083,-0.3755563159172297,1.0759566280048904,-0.385808281636022,0.5484269505518059,-0.6738716736628875,0.5564163411455163,-2.210175333673729,-2.2223211415549424,-2.1608866333052386,-2.038111308240008,0.1239318431824294
8,2023-01-31,1401-11-11,27800.0,27800.0,26700.0,27000.0,27240.0,0.0035412139142345,سرود,26380.0,0.0538286580742987,0.0121304018195602,0.0538286580742987,0.023502653525398,33937.27573258191,0,-0.6862115555445527,-1.2956591206484545,-0.1801974906658036,-0.1811151204852388,-0.391328258550266,0.7247212032275834,0.5847684195499759,-0.3770060975900024,-0.5120281127709762,0.2927483768371554,0.0640158109531944,-0.4122705643779575,-2.013804436702795,-2.053595866805029,-2.056040603657399,-1.9132883979276083,-1.0925509031372904
9,2023-02-01,1401-11-12,26020.0,27950.0,26010.0,27400.0,27260.0,-0.0680844762902756,سرود,27240.0,0.0260646108663729,-0.0451541850220264,-0.0447870778267254,0.0058737151248164,33988.696040403534,1,-0.5663092170210339,0.0712612516356649,-0.4740629584995131,-0.1811151204852388,-0.4030913627625441,0.5828081753052042,-0.2362798340905752,0.2255274446157384,-0.5256502006778898,0.1988108220101761,-0.5432251401395388,0.0003335761463591,-2.0970906524451447,-2.0343809056367457,-2.021572863554573,-1.9410312106381704,-0.2983056640995677
