,Date,J-Date,Open,High,Low,Close,Final,Volume,Ticker,Final_yes,high_rate,low_rate,open_rate,earning_rate,smooth-close,label,individual_buy_count,corporate_buy_count,individual_sell_count,corporate_sell_count,individual_buy_vol,corporate_buy_vol,individual_sell_vol,corporate_sell_vol,individual_buy_value,corporate_buy_value,individual_sell_value,corporate_sell_value,individual_buy_mean_price,individual_sell_mean_price,corporate_buy_mean_price,corporate_sell_mean_price,individual_ownership_change
0,2023-01-21,1401-11-01,5300.0,5350.0,5070.0,5120.0,5210.0,-0.2178994705517974,ومعادن,5210.0,0.0076775431861804,-0.0211132437619961,-0.0211132437619961,0.0038387715930902,5242.624903850211,0,-0.0101627352814559,-0.5082465289516707,0.3741470512393684,-0.9796181331488124,-0.2320539131072331,0.0421381795490689,0.3706982511032364,-0.7344296467431144,-0.2692543543072016,-0.0360486579335599,0.1713194459150789,-0.6592738867536161,-0.1686886522152768,-0.1344129175005176,-0.0989073567147258,-0.0821687061435305,-0.904032183433542
1,2023-01-22,1401-11-02,5100.0,5250.0,5100.0,5230.0,5170.0,-0.4403121591734542,ومعادن,5210.0,0.0076775431861804,-0.0211132437619961,-0.0211132437619961,0.0038387715930902,5280.412897792585,0,-0.4214465859336674,-0.5082465289516707,-0.0769539045451319,-0.9796181331488124,-0.3672142478062145,-0.2585576781484829,-0.0391347935024577,-0.7137271445026737,-0.3688747636019447,-0.2948792289472376,-0.1409803218748742,-0.6435352294166256,-0.1733049773399854,-0.1805271735497411,-0.1832151213364905,-0.1597041594461802,-0.5815084952496459
2,2023-01-23,1401-11-03,5260.0,5320.0,5090.0,5130.0,5160.0,-0.4952352742833399,ومعادن,5170.0,0.0290135396518375,-0.0154738878143133,0.0174081237911025,-0.0077369439071566,5253.8110775273735,0,-0.4603241638560157,-0.3282604057141481,-0.3016781902106705,-0.3678120128179556,-0.5019845707895452,-0.1561307231752125,-0.2666000032833581,-0.5626874095752198,-0.4669165685487663,-0.2129186847958525,-0.3105153531686772,-0.5251432338592872,-0.1427205398678313,-0.1865941046928766,-0.2025650389890126,-0.1637122879944303,-0.5057666111185412
3,2023-01-24,1401-11-04,5190.0,5190.0,5060.0,5100.0,5130.0,-0.7428514826697501,ومعادن,5160.0,0.005813953488372,-0.0193798449612403,0.005813953488372,-0.0116279069767441,5210.084253680779,0,-0.5431947904799688,-0.6882326521891932,-0.4900500179009014,-0.8266666030660982,-0.6121168267564293,-0.5612022627351781,-0.5190304687431886,-0.7752357842955494,-0.5502259985059446,-0.5456562995949976,-0.5005605717400895,-0.6919069783657698,-0.2456629138514476,-0.2302073535824335,-0.2196847007901156,-0.2469855715627753,-0.3535703433462268
4,2023-01-25,1401-11-05,5090.0,5140.0,4920.0,4950.0,4990.0,-0.3557403274609345,ومعادن,5130.0,0.0019493177387914,-0.0409356725146198,-0.0077972709551656,-0.0350877192982456,5167.855379622937,0,-0.4142849268427085,-0.1482742824766256,-0.1463540515889012,-0.673715072983384,-0.3087929629782308,-0.1564635315425014,0.08224469739645,-0.6817732463445983,-0.3388768807235477,-0.233094033211981,-0.0790101484273338,-0.6222505990019584,-0.4054786110230367,-0.3888708374482034,-0.3785387129520603,-0.4454450788084574,-0.6452466871751877
5,2023-01-28,1401-11-08,4999.0,5090.0,4919.0,4927.0,4963.0,-0.6163080874065208,ومعادن,4990.0,0.0200400801603206,-0.0142284569138276,0.0018036072144288,-0.012625250501002,5121.15484240943,0,-0.622996134636368,-0.1482742824766256,-0.3595116460804782,-0.5207635429006697,-0.6394859474874655,-0.2084258389951928,-0.3765523094496311,-0.6821870329030151,-0.572956741664711,-0.2786263679302095,-0.4103872937205687,-0.6226518718384186,-0.4254975615419818,-0.4162833429481726,-0.4182122672967332,-0.4523971501698935,-0.5941983046414575
6,2023-01-29,1401-11-09,4871.0,4873.0,4616.0,4655.0,4668.0,-0.443975453513254,ومعادن,4963.0,-0.0181341930284102,-0.0699173886762039,-0.0185371750957082,-0.0620592383638928,5020.965920707442,0,-0.2372896378804384,0.2116979639984193,0.1725561479217529,-0.8266666030660982,-0.3633646848827161,-0.2740975430434314,-0.0331098034884983,-0.7281513682727652,-0.3957558174284387,-0.3631377684749444,-0.2082448883843863,-0.6586974403567573,-0.7780170165968617,-0.7718957947044937,-0.7537966184862089,-0.6855481451236247,-0.5830311132872732
7,2023-01-30,1401-11-10,4620.0,4790.0,4592.0,4663.0,4652.0,-0.6454549418517094,ومعادن,4668.0,0.0261353898886032,-0.0162810625535561,-0.0102827763496143,-0.0010711225364181,4990.4208155362485,0,-0.5472871671033739,0.0317118407608968,-0.2851543456764397,-0.8266666030660982,-0.5149929906633653,-0.4956293451577227,-0.5056551394216662,-0.59233504898371,-0.4961021928968037,-0.5309949832652601,-0.5263867320698934,-0.5638993308957048,-0.7768213715815439,-0.7888249247605638,-0.7965655720641068,-0.7914886177544416,-0.2038723534877473
8,2023-01-31,1401-11-11,4739.0,4790.0,4647.0,4675.0,4668.0,-0.8399663382428316,ومعادن,4652.0,0.0296646603611349,-0.0010748065348237,0.0187016337059329,0.0049441100601891,5027.919424795705,0,-0.6721046541172291,-0.6882326521891932,-0.6090216985473631,-0.673715072983384,-0.5392975327121203,-0.9222275127407444,-0.705785162506405,-0.7571764269775156,-0.5110158013331272,-0.8460455430703292,-0.6585640291532282,-0.6796454017509942,-0.734590871353313,-0.7460730445693401,-0.7786639958214818,-0.7215686981887063,0.025682544342434
9,2023-02-01,1401-11-12,4676.0,4750.0,4650.0,4716.0,4689.0,-0.7085034407522204,ومعادن,4668.0,0.0175664095972579,-0.0038560411311053,0.001713796058269,0.0102827763496143,5021.504199059939,1,-0.6352732645065833,-0.1482742824766256,-0.6635503855103246,-0.5207635429006697,-0.5795923249618858,-0.5350672035193941,-0.677837504528378,-0.5217377848618019,-0.5377866460311168,-0.5563380125192483,-0.6389941911302537,-0.512634966301624,-0.7295520985989167,-0.72906841061491,-0.7353891207322042,-0.7445009019152565,-0.0818762455931935
