Date,J-Date,Open,High,Low,Close,Final,Volume,Ticker,Final_yes,high_rate,low_rate,open_rate,earning_rate,smooth-close,label
2023-01-21,1401-11-01,3650.0,3710.0,3550.0,3590.0,3615.0,0.21590650537800307,وبملت,3615.0,0.018810511756569847,-0.02793914246196404,-0.006915629322268326,-0.0008298755186721991,3944.1488629702612,0
2023-01-22,1401-11-02,3590.0,3683.0,3514.0,3612.0,3594.0,-0.15200583048341748,وبملت,3615.0,0.018810511756569847,-0.02793914246196404,-0.006915629322268326,-0.0008298755186721991,3899.7032452267877,0
2023-01-23,1401-11-03,3635.0,3695.0,3470.0,3529.0,3560.0,-0.12734747837273136,وبملت,3594.0,0.02810239287701725,-0.03450194769059544,0.011407902058987202,-0.018085698386199223,3910.8904548692462,0
2023-01-24,1401-11-04,3545.0,3545.0,3409.0,3440.0,3456.0,-0.32487651250560373,وبملت,3560.0,-0.004213483146067416,-0.04241573033707865,-0.004213483146067416,-0.033707865168539325,3818.312590879566,0
2023-01-25,1401-11-05,3420.0,3448.0,3281.0,3310.0,3323.0,-0.1431946436077223,وبملت,3456.0,-0.0023148148148148147,-0.05063657407407408,-0.010416666666666666,-0.04224537037037037,3795.2117168974246,0
2023-01-28,1401-11-08,3325.0,3331.0,3160.0,3192.0,3210.0,-0.17495614824921732,وبملت,3323.0,0.0024074631357207344,-0.04905206139030996,0.0006018657839301836,-0.039422208847427025,3701.6868983531626,0
2023-01-29,1401-11-09,3149.0,3162.0,2990.0,3037.0,3024.0,0.1782378316968267,وبملت,3210.0,-0.014953271028037384,-0.06853582554517133,-0.019003115264797508,-0.05389408099688474,3650.575155689815,0
2023-01-30,1401-11-10,3000.0,3168.0,2960.0,3120.0,3055.0,-0.1774472923988467,وبملت,3024.0,0.047619047619047616,-0.021164021164021163,-0.007936507936507936,0.031746031746031744,3674.129513245631,0
2023-01-31,1401-11-11,3180.0,3268.0,3126.0,3246.0,3229.0,0.25837525760070756,وبملت,3055.0,0.06972176759410802,0.023240589198036007,0.04091653027823241,0.06252045826513912,3746.7685249479364,1
2023-02-01,1401-11-12,3270.0,3335.0,3170.0,3302.0,3286.0,-0.12571647897645885,وبملت,3229.0,0.032827500774233506,-0.018271910808299784,0.012697429544750697,0.02260761845772685,3772.906427425451,1
2023-02-04,1401-11-12,3270.0,3335.0,3170.0,3302.0,3286.0,-0.12571647897645885,وبملت,3286.0,0.014911746804625686,-0.03530127814972611,-0.004869141813755326,0.004869141813755326,3767.838495243784,1
2023-02-05,1401-11-16,3302.0,3320.0,3144.0,3160.0,3229.0,-0.03941706309833412,وبملت,3286.0,0.010346926354230066,-0.04321363359707851,0.004869141813755326,-0.03834449178332319,3707.7689984762824,1
2023-02-06,1401-11-17,3170.0,3401.0,3123.0,3352.0,3321.0,0.9921941882776573,وبملت,3229.0,0.05326726540724683,-0.032827500774233506,-0.018271910808299784,0.03809228863425209,3788.1570660279144,1
2023-02-07,1401-11-18,3421.0,3549.0,3390.0,3450.0,3476.0,2.501762745646384,وبملت,3321.0,0.06865401987353206,0.02077687443541102,0.030111412225233364,0.03884372177055104,3856.262522975566,1
2023-02-08,1401-11-18,3421.0,3549.0,3390.0,3450.0,3476.0,2.501762745646384,وبملت,3476.0,0.02100115074798619,-0.02474108170310702,-0.015822784810126583,-0.007479861910241657,3834.76107104178,1
