Date,J-Date,Open,High,Low,Close,Final,Volume,Ticker,Final_yes,high_rate,low_rate,open_rate,earning_rate,smooth-close,label
2023-01-21,1401-11-01,28070.0,28070.0,25690.0,26030.0,26110.0,0.5032291190539294,سیمرغ,26110.0,0.04749138261202605,-0.03791650708540789,-0.0019149751053236309,-0.004595940252776714,27615.13519054558,0
2023-01-22,1401-11-02,26060.0,27350.0,25120.0,25990.0,25520.0,0.040486903289236605,سیمرغ,26110.0,0.04749138261202605,-0.03791650708540789,-0.0019149751053236309,-0.004595940252776714,27021.43715555514,0
2023-01-23,1401-11-03,26000.0,26520.0,25000.0,25550.0,25640.0,-0.00281271425602886,سیمرغ,25520.0,0.03918495297805643,-0.02037617554858934,0.018808777429467086,0.0011755485893416929,27351.727543323857,0
2023-01-24,1401-11-04,25220.0,26500.0,25220.0,25950.0,25780.0,-0.39194859493980033,سیمرغ,25640.0,0.033541341653666144,-0.01638065522620905,-0.01638065522620905,0.012090483619344774,27043.084877650108,0
2023-01-25,1401-11-05,26000.0,26000.0,24350.0,24800.0,24700.0,0.31745784716873887,سیمرغ,25780.0,0.008533747090768037,-0.05546935608999224,0.008533747090768037,-0.03801396431342126,26919.418447126303,0
2023-01-28,1401-11-08,24990.0,24990.0,23110.0,23970.0,23740.0,-0.19500932746249114,سیمرغ,24700.0,0.01174089068825911,-0.06437246963562752,0.01174089068825911,-0.029554655870445343,26122.559108047397,0
2023-01-29,1401-11-09,23750.0,23750.0,22080.0,22660.0,22230.0,0.71313736518648,سیمرغ,23740.0,0.00042122999157540015,-0.06992417860151642,0.00042122999157540015,-0.04549283909014322,25771.929341629508,0
2023-01-30,1401-11-10,22090.0,23200.0,21520.0,22550.0,22140.0,0.013550147511432587,سیمرغ,22230.0,0.04363472784525416,-0.031938821412505626,-0.006297795771479982,0.014394961763382817,25493.561655834743,0
2023-01-31,1401-11-11,22700.0,23120.0,22230.0,22890.0,22630.0,-0.35318027175349787,سیمرغ,22140.0,0.044263775971093045,0.0040650406504065045,0.025293586269196026,0.03387533875338753,25806.94831183201,0
2023-02-01,1401-11-12,22990.0,22990.0,21840.0,22690.0,22440.0,-0.366171861003964,سیمرغ,22630.0,0.015908086610693768,-0.034909412284577994,0.015908086610693768,0.0026513477684489617,25638.260390651045,1
2023-02-04,1401-11-12,22990.0,22990.0,21840.0,22690.0,22440.0,-0.366171861003964,سیمرغ,22440.0,0.024509803921568627,-0.026737967914438502,0.024509803921568627,0.011140819964349376,25641.243574915687,1
2023-02-05,1401-11-16,22410.0,23830.0,21840.0,22090.0,22680.0,-0.5269351591909611,سیمرغ,22440.0,0.06194295900178253,-0.026737967914438502,-0.001336898395721925,-0.015597147950089126,25392.031350576144,1
