Date,J-Date,Open,High,Low,Close,Final,Volume,Ticker,Final_yes,high_rate,low_rate,open_rate,earning_rate,Volume_rate,smooth-close,label
2022-06-01,1401-03-11,10850.0,11280.0,10850.0,11110.0,11110.0,805870.0,وپترو,11110.0,0.0594059405940594,-0.010801080108010801,-0.009900990099009901,0.0594059405940594,-0.8226695201860884,18292.6766161944,1
2022-06-06,1401-03-16,11000.0,11770.0,10990.0,11770.0,11620.0,7020246.0,وپترو,11110.0,0.0594059405940594,-0.010801080108010801,-0.009900990099009901,0.0594059405940594,1.4558986092267614,14466.49094412111,1
2022-06-07,1401-03-17,11970.0,12310.0,11620.0,12300.0,12200.0,11608635.0,وپترو,11620.0,0.05938037865748709,0.0,0.030120481927710843,0.058519793459552494,3.138281030365826,15138.893878447041,1
2022-06-08,1401-03-18,12360.0,12440.0,11640.0,11920.0,12030.0,3514742.0,وپترو,12200.0,0.019672131147540985,-0.04590163934426229,0.013114754098360656,-0.022950819672131147,0.17056767786225066,16406.527482566024,1
2022-06-11,1401-03-21,11780.0,12350.0,11350.0,12040.0,11860.0,3390039.0,وپترو,12030.0,0.02660016625103907,-0.05652535328345802,-0.020781379883624274,0.0008312551953449709,0.1248439750412159,15864.786170197787,1
2022-06-12,1401-03-22,12230.0,12230.0,11450.0,11890.0,11860.0,1381645.0,وپترو,11860.0,0.031197301854974706,-0.03456998313659359,0.031197301854974706,0.002529510961214165,-0.611555393085848,15149.565086854474,0
2022-06-13,1401-03-23,11510.0,12250.0,11510.0,11870.0,11940.0,3690983.0,وپترو,11860.0,0.03288364249578415,-0.02951096121416526,-0.02951096121416526,0.0008431703204047217,0.23518834543947,15560.316335248826,0
2022-06-14,1401-03-24,11680.0,11950.0,11660.0,11670.0,11790.0,1056463.0,وپترو,11940.0,0.0008375209380234506,-0.023450586264656615,-0.021775544388609715,-0.022613065326633167,-0.7307868881641518,15928.34435770842,0
2022-06-15,1401-03-25,11790.0,12000.0,11590.0,11790.0,11790.0,1088444.0,وپترو,11790.0,0.017811704834605598,-0.016963528413910092,0.0,0.0,-0.719060708842728,15507.06962386185,0
2022-06-18,1401-03-28,11560.0,11810.0,11200.0,11690.0,11540.0,1369390.0,وپترو,11790.0,0.0016963528413910093,-0.05004240882103478,-0.019508057675996608,-0.008481764206955046,-0.6160488212958493,15215.936575044352,0
