Date,J-Date,Open,High,Low,Close,Final,Volume,Ticker,Final_yes,high_rate,low_rate,open_rate,earning_rate,smooth-close,label
2023-01-21,1401-11-01,6190.0,6310.0,6100.0,6130.0,6140.0,0.41633304496939055,فولاد,6140.0,0.024429967426710098,-0.004885993485342019,-0.0016286644951140066,0.016286644951140065,6037.1288994922925,0
2023-01-22,1401-11-02,6130.0,6290.0,6110.0,6240.0,6180.0,-0.3015828024166287,فولاد,6140.0,0.024429967426710098,-0.004885993485342019,-0.0016286644951140066,0.016286644951140065,6101.176327517999,0
2023-01-23,1401-11-03,6240.0,6380.0,6110.0,6260.0,6230.0,-0.272770867159487,فولاد,6180.0,0.032362459546925564,-0.011326860841423949,0.009708737864077669,0.012944983818770227,6096.880536605887,0
2023-01-24,1401-11-04,6220.0,6270.0,6140.0,6210.0,6210.0,-0.634321300193142,فولاد,6230.0,0.006420545746388443,-0.014446227929373997,-0.0016051364365971107,-0.0032102728731942215,6090.194112793602,0
2023-01-25,1401-11-05,6200.0,6200.0,6030.0,6100.0,6080.0,-0.3776358251855066,فولاد,6210.0,-0.001610305958132045,-0.028985507246376812,-0.001610305958132045,-0.017713365539452495,6014.630319880087,0
2023-01-28,1401-11-08,6140.0,6180.0,6020.0,6030.0,6080.0,-0.3344881971756075,فولاد,6080.0,0.01644736842105263,-0.009868421052631578,0.009868421052631578,-0.008223684210526315,6000.2944434666115,0
2023-01-29,1401-11-09,6010.0,6020.0,5790.0,5970.0,5870.0,0.027876018748961146,فولاد,6080.0,-0.009868421052631578,-0.047697368421052634,-0.011513157894736841,-0.018092105263157895,5951.85937831913,0
2023-01-30,1401-11-10,5800.0,6010.0,5680.0,5970.0,5870.0,-0.26290634034658833,فولاد,5870.0,0.02385008517887564,-0.03236797274275979,-0.01192504258943782,0.017035775127768313,5965.788665331393,0
2023-01-31,1401-11-11,5970.0,6100.0,5910.0,5990.0,5990.0,-0.5382646510205086,فولاد,5870.0,0.039182282793867124,0.0068143100511073255,0.017035775127768313,0.020442930153321975,5968.350108358858,1
2023-02-01,1401-11-12,6000.0,6030.0,5960.0,5980.0,5990.0,-0.4914870750086929,فولاد,5990.0,0.00667779632721202,-0.005008347245409015,0.001669449081803005,-0.001669449081803005,5962.8268368493855,1
2023-02-04,1401-11-12,6000.0,6030.0,5960.0,5980.0,5990.0,-0.4914870750086929,فولاد,5990.0,0.00667779632721202,-0.005008347245409015,0.001669449081803005,-0.001669449081803005,5972.087206975329,1
2023-02-05,1401-11-16,5980.0,6000.0,5890.0,5950.0,5950.0,-0.1549405151819568,فولاد,5990.0,0.001669449081803005,-0.01669449081803005,-0.001669449081803005,-0.00667779632721202,5939.132224575548,1
2023-02-06,1401-11-17,5950.0,6080.0,5940.0,6050.0,6000.0,-0.5314835259433349,فولاد,5950.0,0.021848739495798318,-0.0016806722689075631,0.0,0.01680672268907563,6014.874402940603,1
2023-02-07,1401-11-18,6050.0,6270.0,6050.0,6250.0,6180.0,-0.4547281192289156,فولاد,6000.0,0.045,0.008333333333333333,0.008333333333333333,0.041666666666666664,6083.081913314674,1
2023-02-08,1401-11-19,6220.0,6380.0,6200.0,6210.0,6270.0,-0.46625220132788503,فولاد,6180.0,0.032362459546925564,0.003236245954692557,0.006472491909385114,0.0048543689320388345,6098.476543532714,1
2023-02-11,1401-11-19,6220.0,6380.0,6200.0,6210.0,6270.0,-0.46625220132788503,فولاد,6270.0,0.017543859649122806,-0.011164274322169059,-0.007974481658692184,-0.009569377990430622,6062.446261660241,1
2023-02-12,1401-11-23,6220.0,6300.0,6200.0,6280.0,6260.0,-0.5626975925194765,فولاد,6270.0,0.004784688995215311,-0.011164274322169059,-0.007974481658692184,0.001594896331738437,6130.879733387578,1
2023-02-13,1401-11-24,6290.0,6410.0,6260.0,6290.0,6320.0,-0.4510644146617585,فولاد,6260.0,0.023961661341853034,0.0,0.004792332268370607,0.004792332268370607,6108.251376650704,1
2023-02-14,1401-11-25,6310.0,6350.0,6240.0,6260.0,6300.0,-0.4723837547825422,فولاد,6320.0,0.004746835443037975,-0.012658227848101266,-0.0015822784810126582,-0.00949367088607595,6112.192516427911,1
2023-02-15,1401-11-26,6260.0,6330.0,6210.0,6270.0,6270.0,-0.6476516606429052,فولاد,6300.0,0.004761904761904762,-0.014285714285714285,-0.006349206349206349,-0.004761904761904762,6109.208313450014,1
2023-02-18,1401-11-26,6260.0,6330.0,6210.0,6270.0,6270.0,-0.6476516606429052,فولاد,6270.0,0.009569377990430622,-0.009569377990430622,-0.001594896331738437,0.0,6104.821446686416,1
2023-02-19,1401-11-30,6300.0,6580.0,6290.0,6550.0,6420.0,0.13019027552750595,فولاد,6270.0,0.049441786283891544,0.003189792663476874,0.004784688995215311,0.044657097288676235,6261.961559375448,1
2023-02-20,1401-12-01,6830.0,6860.0,6700.0,6860.0,6860.0,1.030332253264344,فولاد,6420.0,0.06853582554517133,0.04361370716510903,0.06386292834890965,0.06853582554517133,6387.809211573583,1
2023-02-21,1401-12-02,7340.0,7340.0,7280.0,7340.0,7340.0,3.2212134251355224,فولاد,6860.0,0.06997084548104957,0.061224489795918366,0.06997084548104957,0.06997084548104957,6667.114435218428,1
2023-02-22,1401-12-03,7380.0,7700.0,7250.0,7640.0,7440.0,1.4360411473007701,فولاد,7340.0,0.04904632152588556,-0.01226158038147139,0.005449591280653951,0.04087193460490463,6770.53073442336,1
2023-02-25,1401-12-06,7960.0,7960.0,7960.0,7960.0,7960.0,0.46332888721552284,فولاد,7440.0,0.06989247311827956,0.06989247311827956,0.06989247311827956,0.06989247311827956,6980.698761114452,1
2023-02-26,1401-12-07,8510.0,8510.0,8220.0,8510.0,8480.0,3.856099374218394,فولاد,7960.0,0.06909547738693467,0.032663316582914576,0.06909547738693467,0.06909547738693467,7206.187974092334,1
2023-02-27,1401-12-08,8370.0,8750.0,8070.0,8450.0,8450.0,1.936849462167333,فولاد,8480.0,0.031839622641509434,-0.04834905660377359,-0.012971698113207548,-0.003537735849056604,7220.57982292994,1
2023-02-28,1401-12-09,8550.0,8700.0,8270.0,8480.0,8570.0,0.5181598722223902,فولاد,8450.0,0.029585798816568046,-0.021301775147928994,0.011834319526627219,0.0035502958579881655,7200.633878190538,1
2023-03-01,1401-12-10,8490.0,8560.0,8200.0,8220.0,8350.0,1.1120292688578084,فولاد,8570.0,-0.0011668611435239206,-0.043173862310385065,-0.009334889148191364,-0.040840140023337225,7092.293958840036,0
2023-03-05,1401-12-14,8050.0,8350.0,8000.0,8070.0,8080.0,-0.21299458524626783,فولاد,8350.0,0.0,-0.041916167664670656,-0.03592814371257485,-0.033532934131736525,7011.953299946503,0
2023-03-06,1401-12-15,8070.0,8070.0,7760.0,7960.0,7940.0,0.12720122914882684,فولاد,8080.0,-0.0012376237623762376,-0.039603960396039604,-0.0012376237623762376,-0.01485148514851485,6944.006240957167,0
2023-03-07,1401-12-16,8010.0,8490.0,8010.0,8490.0,8440.0,2.081074113547805,فولاد,7940.0,0.06926952141057935,0.008816120906801008,0.008816120906801008,0.06926952141057935,7240.968265529636,0
