Date,J-Date,Open,High,Low,Close,Final,Volume,Ticker,Final_yes,high_rate,low_rate,open_rate,earning_rate,Volume_rate,smooth-close,label
2022-06-01,1401-03-11,11920.0,12320.0,11920.0,12150.0,12110.0,5234788.0,کهمدا,12110.0,0.007431874483897605,-0.058629232039636665,0.007431874483897605,-0.05037159372419488,-0.25521794830669936,9000.888736980267,0
2022-06-06,1401-03-16,12200.0,12200.0,11400.0,11500.0,11650.0,15083300.0,کهمدا,12110.0,0.007431874483897605,-0.058629232039636665,0.007431874483897605,-0.05037159372419488,0.6818010175005477,10040.045551315186,0
2022-06-07,1401-03-17,11510.0,11800.0,11330.0,11600.0,11510.0,8753664.0,کهمدا,11650.0,0.012875536480686695,-0.027467811158798282,-0.01201716738197425,-0.004291845493562232,0.07957918148549079,9817.824614556503,1
2022-06-08,1401-03-18,11500.0,11850.0,11290.0,11620.0,11580.0,2403901.0,کهمدا,11510.0,0.029539530842745437,-0.019113814074717638,-0.0008688097306689834,0.009556907037358819,-0.5245576017545684,9433.471152922475,1
2022-06-11,1401-03-21,11790.0,11790.0,11340.0,11500.0,11480.0,1238725.0,کهمدا,11580.0,0.018134715025906734,-0.02072538860103627,0.018134715025906734,-0.0069084628670120895,-0.6354161771925051,9599.598155557473,1
2022-06-12,1401-03-22,11680.0,11860.0,11360.0,11650.0,11610.0,2860257.0,کهمدا,11480.0,0.033101045296167246,-0.010452961672473868,0.017421602787456445,0.014808362369337979,-0.48113843070010537,9891.476601758552,1
2022-06-13,1401-03-23,11890.0,12300.0,11560.0,12290.0,12170.0,10222249.0,کهمدا,11610.0,0.059431524547803614,-0.004306632213608958,0.024117140396210164,0.05857019810508183,0.21930506067414748,9917.622619712842,1
2022-06-14,1401-03-24,12330.0,12350.0,11620.0,12180.0,12110.0,4639077.0,کهمدا,12170.0,0.014790468364831553,-0.04519309778142974,0.01314708299096138,0.0008216926869350862,-0.3118958002644368,9905.827393818465,1
2022-06-15,1401-03-25,11740.0,12300.0,11740.0,12110.0,12090.0,3831106.0,کهمدا,12110.0,0.01568951279933939,-0.0305532617671346,-0.0305532617671346,0.0,-0.38876874826127605,9976.412543849845,1
2022-06-18,1401-03-28,11830.0,12090.0,11800.0,12010.0,11950.0,1997679.0,کهمدا,12090.0,0.0,-0.023986765922249794,-0.021505376344086023,-0.006617038875103391,-0.5632068635240776,9902.380777483351,0
2022-06-19,1401-03-29,11980.0,12170.0,11700.0,11710.0,11890.0,2514439.0,کهمدا,11950.0,0.018410041841004185,-0.02092050209205021,0.002510460251046025,-0.0200836820083682,-0.5140406625009633,9705.2540205572,0
2022-06-20,1401-03-30,12000.0,12000.0,11700.0,11700.0,11840.0,1614216.0,کهمدا,11890.0,0.009251471825063078,-0.0159798149705635,0.009251471825063078,-0.0159798149705635,-0.5996907611611363,9669.91780677668,0
2022-06-21,1401-03-31,11500.0,12070.0,11500.0,11690.0,11770.0,1557630.0,کهمدا,11840.0,0.019425675675675675,-0.028716216216216218,-0.028716216216216218,-0.01266891891891892,-0.6050745343848647,9774.118506637154,0
2022-06-22,1401-04-01,11640.0,11800.0,11420.0,11770.0,11670.0,973114.0,کهمدا,11770.0,0.002548853016142736,-0.029736618521665252,-0.011045029736618521,0.0,-0.6606872581971309,9747.679882283002,0
2022-06-25,1401-04-04,11500.0,11750.0,11300.0,11420.0,11510.0,2949035.0,کهمدا,11670.0,0.006855184233076264,-0.031705227077977724,-0.01456726649528706,-0.021422450728363324,-0.4726918075202346,9581.057303114265,0
2022-06-26,1401-04-05,11400.0,11640.0,11240.0,11290.0,11380.0,1052343.0,کهمدا,11510.0,0.011294526498696786,-0.023457862728062554,-0.009556907037358819,-0.019113814074717638,-0.6531491574523745,9465.102146609452,0
2022-06-27,1401-04-06,11110.0,11200.0,10900.0,11000.0,11030.0,4890681.0,کهمدا,11380.0,-0.015817223198594025,-0.0421792618629174,-0.023725834797891036,-0.033391915641476276,-0.28795739008907567,9420.865376529986,0
2022-06-28,1401-04-07,10830.0,11180.0,10830.0,10950.0,11070.0,1944214.0,کهمدا,11030.0,0.013599274705349048,-0.01813236627379873,-0.01813236627379873,-0.007252946509519492,-0.5682936948146201,9377.447443996596,0
2022-06-29,1401-04-08,10960.0,11330.0,10870.0,11200.0,11160.0,3290157.0,کهمدا,11070.0,0.023486901535682024,-0.018066847335140017,-0.00993676603432701,0.011743450767841012,-0.4402363681955833,9374.438913130156,0
2022-07-02,1401-04-11,11280.0,11280.0,10850.0,10980.0,11060.0,991665.0,کهمدا,11160.0,0.010752688172043012,-0.027777777777777776,0.010752688172043012,-0.016129032258064516,-0.6589222566583511,9416.902737021774,0
2022-07-03,1401-04-12,10850.0,11120.0,10850.0,11000.0,11020.0,2237335.0,کهمدا,11060.0,0.0054249547920434,-0.0189873417721519,-0.0189873417721519,-0.0054249547920434,-0.5404052243252319,9393.537824119448,0
2022-07-04,1401-04-13,11000.0,11150.0,10900.0,10920.0,11000.0,1274427.0,کهمدا,11020.0,0.011796733212341199,-0.010889292196007259,-0.0018148820326678765,-0.009074410163339383,-0.6320193745976309,9287.914119936764,0
2022-07-05,1401-04-14,10850.0,10960.0,10600.0,10660.0,10750.0,2019394.0,کهمدا,11000.0,-0.0036363636363636364,-0.03636363636363636,-0.013636363636363636,-0.03090909090909091,-0.5611408288944295,9204.150332313466,0
2022-07-06,1401-04-15,10750.0,10800.0,10500.0,10550.0,10580.0,1529383.0,کهمدا,10750.0,0.004651162790697674,-0.023255813953488372,0.0,-0.018604651162790697,-0.6077620444094408,9161.009577233299,0
2022-07-09,1401-04-18,10500.0,10570.0,10350.0,10520.0,10450.0,2948674.0,کهمدا,10580.0,-0.000945179584120983,-0.021739130434782608,-0.007561436672967864,-0.005671077504725898,-0.47272615421612696,9129.105225428104,0
2022-07-11,1401-04-20,10800.0,10800.0,10360.0,10620.0,10470.0,3570706.0,کهمدا,10450.0,0.03349282296650718,-0.00861244019138756,0.03349282296650718,0.016267942583732056,-0.41354403804070744,9177.414763115337,0
2022-07-12,1401-04-21,10510.0,11090.0,10510.0,10900.0,10960.0,5282456.0,کهمدا,10470.0,0.05921680993314231,0.0038204393505253103,0.0038204393505253103,0.041069723018147083,-0.25068266215767504,9310.440447725166,1
2022-07-13,1401-04-22,11000.0,11050.0,10700.0,10960.0,10890.0,1527773.0,کهمدا,10960.0,0.008211678832116789,-0.023722627737226276,0.0036496350364963502,0.0,-0.6079152249645287,9343.264940056544,1
2022-07-16,1401-04-25,10560.0,11000.0,10480.0,10560.0,10740.0,1430873.0,کهمدا,10890.0,0.010101010101010102,-0.03764921946740129,-0.030303030303030304,-0.030303030303030304,-0.617134601230377,9200.570654375555,0
2022-07-17,1401-04-26,10450.0,10830.0,10370.0,10550.0,10560.0,3171938.0,کهمدا,10740.0,0.008379888268156424,-0.03445065176908752,-0.027001862197392923,-0.017690875232774673,-0.4514841023831202,9092.19999940145,0
2022-07-19,1401-04-28,10580.0,10760.0,10380.0,10590.0,10560.0,1697476.0,کهمدا,10560.0,0.01893939393939394,-0.017045454545454544,0.001893939393939394,0.002840909090909091,-0.5917691381694486,9156.42098756633,0
2022-07-20,1401-04-29,10550.0,10650.0,10460.0,10590.0,10570.0,1447380.0,کهمدا,10560.0,0.008522727272727272,-0.00946969696969697,-0.000946969696969697,0.002840909090909091,-0.6155640723963175,9223.280579172666,0
2022-07-23,1401-05-01,10500.0,10700.0,10440.0,10580.0,10560.0,1659027.0,کهمدا,10570.0,0.01229895931882687,-0.01229895931882687,-0.006622516556291391,0.000946073793755913,-0.5954272991399915,9134.36264715327,0
2022-07-24,1401-05-02,10500.0,10600.0,10250.0,10320.0,10330.0,2547234.0,کهمدا,10560.0,0.003787878787878788,-0.029356060606060608,-0.005681818181818182,-0.022727272727272728,-0.5109204411940644,8985.842291608624,0
