Date,individual_buy_count,corporate_buy_count,individual_sell_count,corporate_sell_count,individual_buy_vol,corporate_buy_vol,individual_sell_vol,corporate_sell_vol,individual_buy_value,corporate_buy_value,individual_sell_value,corporate_sell_value,individual_buy_mean_price,individual_sell_mean_price,corporate_buy_mean_price,corporate_sell_mean_price,individual_ownership_change
2023-01-21,-0.005705578983682277,0.9597559441697101,-0.014320603775134727,0.6674883807653845,0.12321686338483828,-0.4393559476572549,0.12299528262578573,-0.12863002149274733,-0.19026562056213936,-0.46223996439297677,-0.2194450028639425,-0.18999448546573677,-1.0418143831144426,-1.0443157493795823,-1.063524147009885,-1.0996721444314665,0.048453984505968765
2023-01-22,0.05977794938147392,2.4676019412443173,0.18350215236283557,-0.569328324770475,0.10125765314288944,0.6459497937453417,0.3907679447335637,-0.3589291782502618,-0.22932808183293332,0.3224183625454696,-0.07106920659901546,-0.36019751282546697,-1.1401603802840556,-1.1501795282859377,-1.2294153910463126,-1.143068726989255,-0.5913442961412483
2023-01-23,0.5818763512117733,1.4623712765279124,0.2508460693459744,0.2552161455867647,0.9417234980202902,-0.1339666127567402,1.2011326325135423,-0.26400304147942744,0.3138923560633415,-0.24194360576166984,0.44573943400043176,-0.2897764631256413,-1.1942413333990831,-1.1976707310706904,-1.1860828861926742,-1.0913568232405946,-0.19854875203645883
2023-01-24,-0.17383896262394818,0.9597559441697101,-0.17636690401581254,-0.9816005599490949,-0.031347191985044466,-0.5017158332404982,0.03979915810665203,-0.381385527747767,-0.347832008239118,-0.5150830170078179,-0.33665458371812995,-0.37667426008109706,-1.2727460821567558,-1.273317606405978,-1.2825995620072472,-1.3922136643878373,-0.16721325914683272
2023-01-25,-0.32604392044566255,0.4571406118115078,-0.3047412457649209,0.2552161455867647,-0.2572433004046089,-0.24066940478327134,-0.20672497542348073,-0.31993699324495045,-0.5194511813034713,-0.3352165185705965,-0.5256354939355977,-0.3347552792154255,-1.40525209890953,-1.4061698915722247,-1.3952377555128084,-1.4360296132483281,-0.21021691386068306
2023-01-28,-0.4233843004479218,1.9649866088861148,-0.258442302839013,-0.9816005599490949,-0.378787422169207,-0.26191951931461516,-0.33053736459861577,-0.37328215610510207,-0.6279543343713632,-0.36116137789286773,-0.6418388494554308,-0.3714490423961764,-1.5956167217253676,-1.5944046637972649,-1.560814073991867,-1.621222817515498,-0.2525949407859169
2023-01-29,-0.6959373644542476,-0.04547472054669456,-1.0118523740878786,-1.3938727951277148,-0.299395122345632,-0.13698063154626078,-0.21054851711217934,-0.3828155345082373,-0.6237707516633626,-0.3026502787231943,-0.6250960026391836,-0.37766044814415767,-1.835226106314579,-1.8364213930576287,-1.848779347924778,-1.621222817515498,-0.31013478348438833
2023-01-30,0.9252224188561058,1.4623712765279124,-0.008007111557965463,-0.15705608959185519,2.7463193052982553,0.6512263080005302,3.5075513978172808,-0.3546345819472174,0.9537982163559986,0.14091904252636928,1.2843082348209671,-0.3615505076673905,-2.0345547379480946,-2.0365684593745805,-2.0591400652863054,-2.1014282663066757,-0.5893165925984465
2023-01-31,-0.18268808807869902,-0.04547472054669456,-0.014320603775134727,1.0797606159440043,0.06270431041708163,0.3640747005612144,0.22195307283897456,-0.190975837570867,-0.4377088748642065,0.007781952566696928,-0.40426869310625385,-0.2631258544877513,-1.9072512946787235,-1.9047664111715594,-1.8568850869877098,-1.9489056188774119,-0.32254863211031576
2023-02-01,-0.41453517499317094,-1.0507053852630992,-0.2605468002447361,0.2552161455867647,-0.17507909952099016,-0.6080897172614599,-0.17546246841247976,-0.3196385985009323,-0.5425594498883002,-0.595514738350064,-0.5925711799536646,-0.33878470871850586,-1.7781355754587924,-1.7802285138391856,-1.803205881169814,-1.8388114437965393,-0.06732714590111796
