Date,individual_buy_count,corporate_buy_count,individual_sell_count,corporate_sell_count,individual_buy_vol,corporate_buy_vol,individual_sell_vol,corporate_sell_vol,individual_buy_value,corporate_buy_value,individual_sell_value,corporate_sell_value,individual_buy_mean_price,individual_sell_mean_price,corporate_buy_mean_price,corporate_sell_mean_price,individual_ownership_change
2022-06-01,-0.6597803835904971,-1.4905363718781524,-0.5670362392223472,-0.936718666657773,-0.7624313645679698,-0.582021729780964,-0.7794732402482938,-0.4061442221699519,-0.7571284883149093,-0.48038102730603277,-0.7820060284586273,-0.37512285217531277,-0.661992687500776,-0.6621762560662888,-0.7408863262200006,-0.9961473541957757,-0.12517289625892622
2022-06-06,-0.09104144000950767,0.3166424416943226,-0.22450404522352754,-0.32672190970623627,-0.6043117845137326,-0.450636307878289,-0.6267681296560687,-0.2786773112390232,-0.6723998979627702,-0.4054073189851883,-0.6988668954565278,-0.30639892319493506,-0.7181046312487073,-0.7185983900076123,-0.7408863262200006,-0.9961473541957757,-0.06346349164909144
2022-06-07,-0.3943688765860353,-0.5869469650919148,-0.5670362392223472,-0.32672190970623627,-0.6927793090490003,-0.5806532456764866,-0.8458979066652734,0.19488399947044063,-0.7232025891287193,-0.47962386642072774,-0.8259185420931796,-0.05489280967526374,-0.727247970407357,-0.7307785126340673,-0.7986581429016211,-1.0181579876446833,0.4361034596011436
2022-06-08,-0.819027287793174,-1.4905363718781524,-0.7892192839783384,-0.32672190970623627,-0.8518370989339565,-0.582021729780964,-0.904510643882196,-0.27811869318086746,-0.8118008664252568,-0.48038102730603277,-0.858727220370037,-0.3066000224861639,-0.7146808497938547,-0.7150288333803986,-0.7986581429016211,-1.0097518030479717,-0.005487474301514858
2022-06-11,1.2966815823281064,1.22023184848056,0.23837729801812074,0.28327484724530055,3.5507027185902422,2.284738073256346,4.087387012646745,-0.2620028395917215,1.5538214440020837,1.080283235056105,1.8856809239578856,-0.3001660183299438,-0.8020747950897824,-0.8009524698243364,-0.8282323156975748,-1.0624766208427798,-1.2440325148088667
2022-06-12,0.7734417542335961,-0.5869469650919148,-0.09489726911586603,-0.936718666657773,0.8364964233545447,-0.05743615639792562,0.9783244745300548,-0.4061442221699519,0.09335682358260901,-0.19912829105314395,0.17384595306428502,-0.37512285217531277,-0.8007367998018383,-0.8010177399504219,-0.8557195000720629,-1.0624766208427798,-0.3545699550106313
2022-06-13,0.11370457967964849,-1.4905363718781524,0.17357390996428998,-0.936718666657773,-0.18885169957521303,-0.582021729780964,-0.16950123894098001,-0.4061442221699519,-0.446808408416091,-0.48038102730603277,-0.444754743476165,-0.37512285217531277,-0.7523700022480901,-0.7525565335675447,-0.8557195000720629,-1.0624766208427798,-0.12517289625892622
2022-06-14,-0.47020073573016724,1.22023184848056,-0.10415489598069899,0.28327484724530055,-0.4662108846219254,-0.1844542893618448,-0.4459060803775648,-0.29945628134571484,-0.5965655024173591,-0.2575187465389963,-0.5968620697134617,-0.318261857973289,-0.7301685614066963,-0.7302226333405168,-0.7744232843963348,-1.0175967420904348,-0.1992880938060532
2022-06-15,-0.6825299413337366,0.3166424416943226,-0.372626075060855,-0.936718666657773,-0.6406388447063198,-0.08572454748294801,-0.5956281656695713,-0.4061442221699519,-0.6955152366879338,-0.20555765619493596,-0.6842099515467482,-0.37512285217531277,-0.7407702676860597,-0.7415688138080673,-0.7971162023928585,-1.0175967420904348,-0.34219966874851976
2022-06-18,-0.50053347938782,0.3166424416943226,-0.5762938660871803,-0.32672190970623627,-0.5000335790878142,0.3011705415667194,-0.4137383203216406,-0.3634690458402571,-0.6229069688594927,0.0003116872744817561,-0.5877302362487142,-0.3532291597834066,-0.7767179602989067,-0.7767608029225244,-0.8286741537695405,-1.0867219499339498,-0.47149064372082644
2022-06-19,-0.697696313162563,-0.5869469650919148,-0.45594471684435167,-0.32672190970623627,-0.5949006694076547,-0.38354135688123026,-0.5803663127836115,-0.4028151316644724,-0.673873968524008,-0.37237939141186926,-0.6798435486131222,-0.37339912439382317,-0.7702766377327587,-0.7707933056743492,-0.8290892502662857,-1.0702635671140652,-0.2088545495831091
2022-06-20,-0.4171184343292749,1.22023184848056,-0.002321000467536374,0.28327484724530055,-0.6380489310709251,1.9468383644379181,-0.39036065333091474,-0.32079386951056227,-0.6963897720449208,0.9249668846519894,-0.5696938981111312,-0.33005683156333054,-0.7605998903731946,-0.7526352945449315,-0.790537565162757,-1.034773308887914,-1.1512328270885617
2022-06-21,-0.6673635695049102,2.1238212552667974,-0.5762938660871803,0.8932716041968374,-0.08558541979595938,1.2214724525368872,-0.00030235821518040477,0.18371163830732654,-0.39206896535992386,0.5142004879399854,-0.3513818901174732,-0.06739246340780441,-0.7608511923359808,-0.7596588225319764,-0.8046820514207486,-1.0566461938510283,-0.3623961847524264
2022-06-22,-0.37161931884279575,1.22023184848056,-0.4374294631146858,0.8932716041968374,-0.1343347687941375,-0.0037213306517114445,-0.0816784016164634,-0.2631823814654743,-0.4252249503211373,-0.16671175096069749,-0.404842864509834,-0.3009177816589204,-0.7841823440326415,-0.7848049393896451,-0.8348951503956334,-1.0658329793915888,-0.2444102957868103
2022-06-25,-0.3488697610995562,-0.5869469650919148,-0.5948091198168461,-0.32672190970623627,-0.6035328384076557,-0.43148847828843995,-0.6311835982928456,-0.24731191014022405,-0.6808478543588661,-0.3986225711194012,-0.7108383568556337,-0.29233480755796537,-0.7878913315687741,-0.7900365813535133,-0.8324749545548067,-1.0582938341541492,-0.04251455329247921
2022-06-26,-0.7052794990769762,2.1238212552667974,-0.5855514929520133,-0.936718666657773,-0.7254563564390438,0.4538751211716811,-0.626762137840662,-0.4061442221699519,-0.7504257827284068,0.06680255907499474,-0.7133265897385684,-0.37512285217531277,-0.8257026213218184,-0.8270669051781991,-0.8820858217769642,-1.0582938341541492,-0.5781622707974019
2022-06-27,-0.4853671075589936,1.22023184848056,-0.5485209854926814,-0.936718666657773,-0.6719859085279044,-0.3000756867036754,-0.6524271803628902,-0.4061442221699519,-0.7231684791501934,-0.3315164440596301,-0.7283959026322488,-0.37512285217531277,-0.8364493602693605,-0.8362153689302474,-0.8828596384418743,-1.0582938341541492,-0.24846563683413392
2022-06-28,-0.6521971976760839,0.3166424416943226,-0.41891420938501983,0.28327484724530055,-0.4443895945195013,0.09713777249375231,-0.39271044360623675,-0.29589461112923854,-0.5946307570287814,-0.11583676086897148,-0.5788598218011909,-0.31827218310490973,-0.7887205205717829,-0.7906647169799061,-0.8536714952815372,-1.0776261765172452,-0.3190963927966741
