Volume_rate,high_rate,low_rate,open_rate,earning_rate,individual_buy_count,corporate_buy_count,individual_sell_count,corporate_sell_count,individual_buy_vol,corporate_buy_vol,individual_sell_vol,corporate_sell_vol,individual_buy_value,corporate_buy_value,individual_sell_value,corporate_sell_value,individual_buy_mean_price,individual_sell_mean_price,corporate_buy_mean_price,corporate_sell_mean_price,meta_label
-0.5266084005719237,0.0238095238095238,-0.0178571428571428,-0.0178571428571428,0.0039682539682539,-0.6182872525951636,-0.6449452476278329,-0.5886779697514668,0.553749807475258,-0.5211694245445848,-0.4793870004554673,-0.5571854896010888,-0.3140492667833387,-0.4945586178848897,-0.4650184417240688,-0.5236454705026172,-0.3136912153272461,-0.335778102326496,-0.3358742091103593,-0.3751555803928406,-0.3733972474469371,0
-0.3827827423465466,0.0236220472440944,-0.0137795275590551,0.0019685039370078,0.0059055118110236,-0.5383708694598892,-0.6449452476278329,-0.662973900710322,-0.4331004080812073,-0.4113261943577542,-0.1994083009777996,-0.4220879600645598,-0.221365777250371,-0.4112461429471153,-0.2297922546236821,-0.4215590333556173,-0.2389730793087147,-0.3282236784946605,-0.3288387297915104,-0.3559805814558761,-0.3539993133682486,0
0.0291541315987622,0.0549019607843137,-0.0098039215686274,0.0078431372549019,0.0058823529411764,-0.309277237805436,-0.087390954963121,-0.3870175857202883,0.553749807475258,-0.0739322535207492,0.4027699124341354,-0.1904033670802568,1.1844927565596897,-0.1452564650761086,0.2964562032581955,-0.2371903495658396,0.9132111374921812,-0.2760641418287188,-0.2796669744556738,-0.2927703717902163,-0.2927134711561396,0
-0.1451762643815198,0.0268714011516314,-0.0076775431861804,-0.0019193857965451,0.0019193857965451,-0.4140564956939068,-0.6449452476278329,-0.4082449945656755,0.0603246996970253,-0.1512278581532838,-0.4260405525299977,-0.1779528803008135,-0.2221188469834034,-0.1987244331558458,-0.4164386378998294,-0.2209907032791608,-0.2335709819194731,-0.2484014717516066,-0.2490022456106493,-0.2975366242656561,-0.2731889678877617,0
-0.3843049613847896,0.0019011406844106,-0.0380228136882129,-0.0038022813688212,-0.0361216730038022,-0.4300397723209617,-0.087390954963121,-0.6178656569138742,-0.92652551585944,-0.399318365754206,-0.3178027633345792,-0.3918551889739675,-0.4549211818272034,-0.3991408897515504,-0.3257041848583196,-0.3952049526571696,-0.4250602126842879,-0.3055587158582511,-0.3045653043070687,-0.3207434347073721,-0.2731889678877617,0
-0.3755407373292928,0.0194174757281553,-0.0271844660194174,-0.0271844660194174,-0.0097087378640776,-0.4335916115714183,1.0277176303663025,-0.5674505609060796,-0.4331004080812073,-0.4265166663026003,-0.003699130895682,-0.3899900850646139,-0.4025033349803935,-0.4194086683121454,-0.0610371817894654,-0.3935106592767218,-0.3833225403986033,-0.3026569017141922,-0.3027145482583256,-0.3322398540027892,-0.3555938121557694,0
0.0223601023687049,0.0349514563106796,-0.0155339805825242,0.0,0.0194174757281553,-0.3980732190668519,-0.6449452476278329,-0.1853572016891098,-0.4331004080812073,-0.0004440849147213,-0.3000160780698102,-0.0106957242881029,-0.1867857236855304,-0.0847580186525413,-0.3111820264654547,-0.0947381900788625,-0.2062138800160008,-0.2604235532506842,-0.2616658272294775,-0.3267800687532867,-0.2931289779467213,0
-0.2875324638231898,0.0286259541984732,-0.0114503816793893,0.0114503816793893,0.0114503816793893,-0.3909695405659387,-0.087390954963121,-0.4188586989883691,-0.4331004080812073,-0.281266112247935,-0.5163243597202348,-0.318951101169376,-0.2603737410645176,-0.2967174629027633,-0.4928795099491454,-0.3271457319388697,-0.2641293633579936,-0.2310872809190073,-0.2308557926552298,-0.2527225357058586,-0.258563346434943,0
-0.3300713570543101,0.0113207547169811,-0.0471698113207547,0.0,-0.0320754716981132,-0.2790866041765545,0.4701633377015907,-0.5780642653287732,-0.92652551585944,-0.3622459479175967,-0.1741284827608692,-0.3361548340918491,-0.4549211818272034,-0.3704729978503727,-0.2011892060637328,-0.3521305577807394,-0.4250602126842879,-0.3019059469079279,-0.2994900950681516,-0.3040463449351031,-0.258563346434943,0
-0.4128573381140763,0.0155038759689922,-0.0213178294573643,-0.0077519379844961,-0.0077519379844961,-0.4140564956939068,0.4701633377015907,-0.7054287184010964,-0.4331004080812073,-0.4539402794594451,-0.0857721901683038,-0.4218707832625447,-0.4498453869908707,-0.4408673191297668,-0.13209010800478,-0.4185464705961175,-0.4209867303312458,-0.3079201610481992,-0.3087292010331311,-0.3415468970509853,-0.3359047657245749,0
-0.4750543130841868,0.0291828793774319,-0.0116731517509727,-0.0116731517509727,0.0038910505836575,-0.5170598339571494,-0.6449452476278329,-0.5382628737436722,1.0471749152534906,-0.4630411918254297,-0.5434072205581184,-0.499097807423917,-0.3517995517254743,-0.4444646572102765,-0.5179585971456404,-0.4735211483920756,-0.3419242309781558,-0.2794644530663194,-0.2793191290015243,-0.3562012146573294,-0.3244251070375786,0
-0.4493965241913303,0.0096153846153846,-0.025,-0.0096153846153846,-0.0211538461538461,-0.5916484582167387,-0.087390954963121,-0.5117286126869381,-0.4331004080812073,-0.4710151301614281,-0.2518294138223271,-0.461020791026982,-0.437926616974843,-0.4538572991096732,-0.2725657017988967,-0.4482505559487788,-0.4113265046429189,-0.308330010184409,-0.3093420968393168,-0.3461428911657251,-0.3183754355839395,0
-0.3727217462754812,0.0019455252918287,-0.0291828793774319,0.0,-0.0194552529182879,-0.4158324153191351,-0.6449452476278329,-0.5860245436457934,-0.4331004080812073,-0.395799625777684,-0.248560323449864,-0.3894735705981347,-0.3850307193647902,-0.4027366834573212,-0.2732791671763072,-0.4003617213504439,-0.3707565824109286,-0.3513190761695827,-0.3504418020606524,-0.3757614897362103,-0.4159846057172461,0
-0.5731574437202365,0.0257425742574257,-0.0138613861386138,0.0,0.0039603960396039,-0.5046283965805511,-0.6449452476278329,-0.6417464918649348,0.0603246996970253,-0.5553525529508583,-0.5819875298692817,-0.6132030225202357,-0.2537467274138316,-0.5195920863742671,-0.5502718885451681,-0.5651360119573264,-0.2641888965693346,-0.3291050445004313,-0.3307012119504423,-0.3421068935473004,-0.3449009566762772,0
-0.589076773550222,0.0235294117647058,-0.0058823529411764,0.0156862745098039,0.0,-0.6111835740942503,-0.6449452476278329,-0.6815478834500358,-0.92652551585944,-0.5828651677846124,-0.4784020308905026,-0.602165065078937,-0.4549211818272034,-0.5391674054314712,-0.4629544191792566,-0.5554984371213484,-0.4250602126842879,-0.3151517111234514,-0.3148378654330562,-0.3409565448705806,-0.3449009566762772,0
-0.4607683277100313,0.009765625,-0.046875,0.0,-0.044921875,-0.4247120134452767,-0.6449452476278329,-0.7213492750351368,-0.4331004080812073,-0.471721526744347,-0.3438938506730794,-0.4727652272218238,-0.4374485662116001,-0.4626217744462892,-0.3533319843317145,-0.4659311762753782,-0.4115659237987237,-0.3809447566928434,-0.3791999177041403,-0.3859814380875328,-0.4306259812372421,0
-0.169595275849395,-0.0160320641282565,-0.0681362725450901,-0.0160320641282565,-0.0681362725450901,-0.2631033275494996,-0.087390954963121,-0.6178656569138742,-0.92652551585944,-0.3571116608268134,1.1674312827730986,-0.1713386692148651,-0.4549211818272034,-0.4011325354291991,0.7915581916571507,-0.2784166730863497,-0.4250602126842879,-0.5339369725893877,-0.5340621323404622,-0.5576973290593256,-0.4306259812372421,0
-0.1633571516366206,0.0064377682403433,-0.0622317596566523,-0.0622317596566523,-0.0278969957081545,-0.1689795874123987,-0.6449452476278329,-0.4347792556224095,-0.92652551585944,-0.1681318292888253,-0.4349745186531761,-0.1649318346196031,-0.4549211818272034,-0.2867781023790321,-0.4401293954072593,-0.2904690993737439,-0.4250602126842879,-0.6091603694607551,-0.608364022431673,-0.6078888841664473,-0.4306259812372421,0
-0.4648835812422737,0.0221729490022172,-0.0221729490022172,-0.0044345898004434,0.0177383592017738,-0.4957487984544095,-1.202499540292545,-0.6470533440762816,0.0603246996970253,-0.4485678021445682,-0.5823805571398203,-0.5743872719761616,0.2779599922184064,-0.4726572392826625,-0.5506030321962292,-0.5619679406221032,0.0901645402172596,-0.6054788589401597,-0.6055399634945182,-0.6078888841664473,-0.6478317780950319,0
-0.3202530396254867,0.0376940133037694,-0.024390243902439,0.0266075388026607,-0.0133037694013303,-0.4300397723209617,-0.6449452476278329,-0.7929917798883187,-0.4331004080812073,-0.3259247699921387,-0.4076307069187638,-0.3308284124590761,-0.4199759505959968,-0.3924350625747981,-0.4216976898033485,-0.4015931641206807,-0.4005746078516109,-0.614320746207997,-0.6143335543986899,-0.6415626297936805,-0.6551270725438474,0
-0.369265092654557,0.0111358574610244,-0.0418708240534521,-0.0200445434298441,-0.0347438752783964,-0.5721133423392273,-0.087390954963121,-0.5780642653287732,-0.4331004080812073,-0.5311839169763705,0.967875488355802,-0.4024497061148101,-0.2636386740184493,-0.5333425802628237,0.5888309464084925,-0.4547881325638209,-0.2911413961620536,-0.6655819781654795,-0.6535327545104948,-0.6491542423723492,-0.6569294999147228,0
-0.502728062501764,0.0280797101449275,-0.0215126811594202,0.0167572463768115,-0.0081521739130434,-0.598752136717652,-1.202499540292545,-0.7186958489294635,-0.92652551585944,-0.4858761269400862,-0.5823805571398203,-0.5134810488054775,-0.4549211818272034,-0.50371593631478,-0.5506030321962292,-0.5279371266763377,-0.4250602126842879,-0.6626573461628771,-0.6624574564203577,-0.6491542423723492,-0.6569294999147228,0
-0.3917224324636606,0.0585021625312997,0.0040974277259276,0.0129751877987707,0.0539494650580468,-0.6307186899717618,-0.6449452476278329,-0.5992916741741604,-0.4331004080812073,-0.4162564032063069,-0.2334391795514765,-0.4946219196063523,0.2439834427969288,-0.4488424862082553,-0.2927859561609653,-0.5066970179548433,0.0663656224190247,-0.5877870591116693,-0.5865786039520379,-0.6381406775422058,-0.6474414890068193,0
-0.5530890919422432,0.0299229922992299,-0.016061606160616,0.0299229922992299,-0.014081408140814,-0.6165113329699352,-0.6449452476278329,-0.7319629794578304,-0.92652551585944,-0.5662571534823437,-0.3130183967439298,-0.5652040948152925,-0.4549211818272034,-0.5493657774650784,-0.3497799432269635,-0.5540693174605552,-0.4250602126842879,-0.5861860042618484,-0.5870733565034258,-0.6190253343580556,-0.6474414890068193,0
-0.4040648579082134,-0.013623379477038,-0.05053834322127,-0.030542737859811,-0.039771478795869,-0.559681904962629,-0.087390954963121,-0.6311327874422412,-0.92652551585944,-0.5197764501205522,0.5672154040938016,-0.412149492890812,-0.4549211818272034,-0.5268845382179096,0.2851259947140109,-0.4631336964234739,-0.4250602126842879,-0.6749435150081226,-0.667653378406711,-0.6720537538666911,-0.6474414890068193,0
-0.504499306235692,0.0264719306252852,-0.0061615700593336,0.0178000912825193,-0.0045641259698767,-0.5632337442130857,-0.6449452476278329,-0.7319629794578304,-0.92652551585944,-0.5127391071634192,-0.3622452624945998,-0.5153001959151057,-0.4549211818272034,-0.51960013542671,-0.3925518348732132,-0.527649653080442,-0.4250602126842879,-0.6475743875520429,-0.6494656063797224,-0.697757790199474,-0.6474414890068193,0
-0.5416339559407414,0.0158371040723981,-0.0135746606334841,-0.0113122171945701,-0.0135746606334841,-0.5081802358310078,0.4701633377015907,-0.8407534497904399,0.553749807475258,-0.5313207302262525,-0.5202414247882191,-0.6068322968390437,-0.0627273571962485,-0.5323350221289275,-0.5058644075229971,-0.5877588965829441,-0.1547803862844073,-0.654020128873038,-0.6556869385603473,-0.6920420333803696,-0.6912868975777443,0
-0.446067347497959,-0.0158730158730158,-0.0571428571428571,-0.0176870748299319,-0.0453514739229024,-0.3998491386920803,-0.6449452476278329,-0.7319629794578304,-0.92652551585944,-0.4411919422911149,-0.484448327200101,-0.4552879419200328,-0.4549211818272034,-0.482768079472031,-0.4827633078538451,-0.4989245477600906,-0.4250602126842879,-0.7277751881977774,-0.7282045615261123,-0.7698507296434496,-0.6912868975777443,0
-0.2907407412502408,0.0084626234132581,-0.0698166431593794,0.0084626234132581,-0.0573577809120827,-0.2346886135458465,-0.6449452476278329,-0.6019451002798338,-0.92652551585944,-0.2832501783630467,-0.5266555337878633,-0.2957605198089661,-0.4549211818272034,-0.3989535248452018,-0.5141856545940985,-0.4150617008583111,-0.4250602126842879,-0.8167713547617451,-0.8171665770269325,-0.8817701669654655,-0.6912868975777443,0
-0.540848527603682,0.0179493484140644,-0.0164740595033194,0.0007376444553725,0.00295057782149,-0.5579059853374007,-1.202499540292545,-0.6788944573443624,-0.92652551585944,-0.5234565256150426,-0.5823805571398203,-0.55263248379972,-0.4549211818272034,-0.5440651984332198,-0.5506030321962292,-0.5699189378613544,-0.4250602126842879,-0.8272495319518015,-0.8271297231131232,-0.8817701669654655,-0.6912868975777443,0
-0.0607068652617502,-0.0210084033613445,-0.0699456253089471,-0.0210084033613445,-0.0699456253089471,-0.2400163724215315,-0.6449452476278329,-0.7717643710429315,-0.4331004080812073,-0.2041006080656386,0.7671998463794759,-0.0832925295156483,-0.2801950256711704,-0.3788112571677697,0.2853890473865119,-0.32222454316844,-0.322683178256106,-0.9558834381195922,-0.9566441650305968,-0.97904805693766,-1.0148168644850823,0
-0.5362280911601414,0.0251789027299231,-0.0296846011131725,-0.006095944871455,0.0045056983832494,-0.5898725385915105,-0.6449452476278329,-0.5780642653287732,-0.92652551585944,-0.522578381824912,-0.550155122575715,-0.5478870874206184,-0.4549211818272034,-0.5551899958472546,-0.5309394655451355,-0.5794019312984536,-0.4250602126842879,-0.9467026491813536,-0.9471130699548472,-1.0054796071260013,-1.0148168644850823,0
-0.3505549815995679,0.0630108093857105,0.0005272871078302,0.0005272871078302,0.0334827313472185,-0.5330431105842042,-0.6449452476278329,-0.6550136223933019,-0.4331004080812073,-0.3677823636727529,-0.3025891659743848,-0.4109136070282167,-0.0603178835028568,-0.4584935408987363,-0.3692590421099794,-0.4929400673488336,-0.1816253423256658,-0.8774142189405543,-0.8785652528238415,-0.8971278101210876,-0.9177081984555012,1
-0.3581801585444081,0.0096446700507614,-0.0411167512690355,0.0,-0.0357868020304568,-0.4158324153191351,-0.6449452476278329,-0.71604242282379,-0.4331004080812073,-0.4011664405949023,-0.0758796697549627,-0.3732304109088459,-0.394640657953372,-0.4816575323048637,-0.2259571944486257,-0.4752119499454624,-0.388069613578724,-0.9052661719243952,-0.9048655391996724,-0.9176318311451204,-0.9279557371465412,1
-0.4100747558048347,-0.0110739119237702,-0.0695338655678599,-0.0342518671130569,-0.0296162760751995,-0.4957487984544095,-0.6449452476278329,-0.6788944573443624,-0.92652551585944,-0.402234643379028,-0.5149015369638554,-0.4183219287777436,-0.4549211818272034,-0.4932131830712656,-0.510227670221195,-0.5127140746053499,-0.4250602126842879,-0.9863800478189236,-0.9869517137154414,-1.039305977790071,-0.9279557371465412,1
-0.3896699705512538,0.0698301428956592,0.0377460231868428,0.0377460231868428,0.0698301428956592,-0.6520297254745017,-1.202499540292545,-0.4613135166791435,-0.4331004080812073,-0.3744197699000905,-0.5823805571398203,-0.4083732331237257,-0.3740635079951883,-0.4621738512040439,-0.5506030321962292,-0.4911473611313741,-0.3751024120523296,-0.8761872356436253,-0.8763746881450865,-1.039305977790071,-0.914767465098443,1
-0.3152659680505575,0.0583460172501268,0.006595636732623,0.006595636732623,0.0476915271435819,-0.5614578245878573,-0.087390954963121,-0.4321258295167361,-0.4331004080812073,-0.4290588537595204,0.5393729039896428,-0.3489727373974616,-0.2490759478074685,-0.4835327852472761,0.2086259368885795,-0.4431021983062474,-0.2935418533143161,-0.793964171407937,-0.7938576651886877,-0.8152380563685909,-0.8487261356841292,1
-0.382165368621828,0.0449574726609963,0.0004860267314702,0.0004860267314702,0.027460510328068,-0.648477886224045,-0.6449452476278329,-0.5727574131174263,0.0603246996970253,-0.5204020647812277,0.7619163911876436,-0.4107481435194744,-0.3000037299945798,-0.5333475768501434,0.3857600264709245,-0.4722485785469359,-0.3233578348055319,-0.7366601355817572,-0.7366779683357912,-0.7589342882450464,-0.7936384911411234,1
-0.1873742772674867,0.0566706021251475,0.0035419126328217,0.0139315230224321,0.0387249114521841,-0.4744377629516697,-0.6449452476278329,-0.5011149082642445,-0.4331004080812073,-0.2604530541198528,0.166655777922336,-0.2146256452924738,-0.2710869006030686,-0.3599174444191292,-0.0155174988746483,-0.3375481360582149,-0.2996208448019657,-0.6750878044836451,-0.6767887099576146,-0.7080577257050045,-0.7125954474327832,1
